,district,page_number,taxpayer_men,taxpayer_women,no_tax_men,no_tax_women,in_russia_men,in_russia_women,total_men,total_women,independent,servants,unemployed,orthodox,other_christian,other_religion,draftable
18,Valli,19,14.0,26,7.0,11.0,0.0,0.0,21,37,23.0,29.0,6.0,0.0,0.0,0.0,1.0
19,Valli,20,13.0,27,8.0,11.0,0.0,0.0,21,38,28.0,20.0,11.0,1.0,0.0,0.0,0.0
20,Valli,21,13.0,29,3.0,7.0,0.0,0.0,16,36,26.0,25.0,1.0,5.0,0.0,0.0,1.0
21,Valli,22,15.0,18,6.0,10.0,0.0,0.0,21,28,9.0,30.0,10.0,11.0,0.0,0.0,0.0
22,Valli,23,17.0,21,8.0,11.0,0.0,0.0,25,32,24.0,13.0,20.0,3.0,0.0,0.0,3.0
23,Valli,24,14.0,24,7.0,4.0,0.0,0.0,21,28,19.0,26.0,4.0,2.0,0.0,0.0,0.0
24,Valli,25,16.0,31,10.0,8.0,0.0,0.0,26,32,34.0,31.0,0.0,1.0,0.0,0.0,0.0
25,Valli,26,19.0,28,8.0,8.0,0.0,0.0,27,36,25.0,36.0,2.0,12.0,0.0,0.0,1.0
26,Valli,27,19.0,18,6.0,6.0,0.0,0.0,25,24,27.0,15.0,7.0,9.0,0.0,0.0,0.0
27,Valli,28,16.0,22,10.0,12.0,0.0,0.0,26,34,31.0,21.0,8.0,0.0,0.0,0.0,0.0
28,Valli,29,14.0,28,11.0,13.0,0.0,0.0,25,41,36.0,20.0,10.0,5.0,0.0,0.0,0.0
29,Valli,30,16.0,21,6.0,7.0,0.0,0.0,22,28,37.0,11.0,2.0,1.0,0.0,0.0,0.0
30,Valli,31,18.0,22,6.0,14.0,0.0,0.0,24,36,28.0,18.0,14.0,6.0,0.0,0.0,2.0
31,Valli,32,15.0,26,12.0,3.0,0.0,0.0,27,29,32.0,19.0,5.0,2.0,0.0,0.0,1.0
32,Valli,33,12.0,19,11.0,16.0,0.0,0.0,23,35,26.0,19.0,13.0,0.0,0.0,0.0,1.0
33,Valli,34,18.0,30,15.0,16.0,0.0,0.0,33,46,38.0,17.0,24.0,8.0,0.0,0.0,0.0
34,Valli,35,18.0,23,12.0,10.0,0.0,0.0,30,33,34.0,21.0,8.0,8.0,0.0,0.0,0.0
35,Valli,36,10.0,18,8.0,6.0,0.0,0.0,18,24,17.0,15.0,10.0,0.0,0.0,0.0,1.0
36,Valli,37,19.0,20,7.0,4.0,0.0,0.0,26,24,31.0,15.0,4.0,1.0,0.0,0.0,0.0
37,Valli,38,15.0,18,7.0,12.0,0.0,0.0,22,30,25.0,12.0,15.0,6.0,0.0,0.0,0.0
38,Valli,39,27.0,19,8.0,9.0,0.0,0.0,35,28,30.0,24.0,9.0,0.0,0.0,0.0,2.0
39,Valli,40,16.0,22,9.0,5.0,0.0,0.0,25,27,21.0,27.0,4.0,0.0,0.0,0.0,0.0
40,Valli,41,15.0,29,8.0,7.0,0.0,0.0,23,36,38.0,21.0,0.0,19.0,0.0,0.0,1.0
41,Valli,42,27.0,14,5.0,8.0,0.0,0.0,32,22,36.0,6.0,12.0,1.0,0.0,0.0,2.0
42,Valli,43,14.0,16,0.0,0.0,0.0,0.0,14,16,0.0,26.0,4.0,3.0,0.0,0.0,3.0
43,Valli,44,14.0,22,2.0,5.0,0.0,0.0,16,27,21.0,19.0,3.0,1.0,0.0,0.0,0.0
44,Valli,45,14.0,19,9.0,8.0,0.0,0.0,23,27,34.0,13.0,3.0,5.0,0.0,0.0,1.0
45,Valli,46,20.0,23,8.0,7.0,0.0,0.0,28,30,33.0,16.0,9.0,10.0,0.0,0.0,0.0
46,Valli,47,11.0,22,6.0,11.0,0.0,0.0,17,33,14.0,26.0,10.0,1.0,0.0,0.0,0.0
47,Valli,48,13.0,26,6.0,10.0,0.0,0.0,19,36,32.0,17.0,6.0,1.0,0.0,0.0,0.0
48,Valli,49,19.0,21,14.0,9.0,0.0,0.0,33,30,26.0,8.0,29.0,6.0,0.0,0.0,0.0
49,Valli,50,16.0,26,5.0,6.0,0.0,0.0,21,32,17.0,23.0,4.0,0.0,0.0,0.0,1.0
50,Valli,51,15.0,18,14.0,14.0,0.0,0.0,29,32,24.0,21.0,16.0,0.0,0.0,0.0,0.0
51,Valli,52,19.0,17,10.0,6.0,0.0,0.0,29,23,22.0,12.0,18.0,1.0,0.0,0.0,0.0
52,Valli,53,10.0,15,4.0,13.0,0.0,0.0,14,28,17.0,11.0,14.0,1.0,0.0,0.0,0.0
53,Valli,54,9.0,34,16.0,12.0,0.0,0.0,25,46,46.0,25.0,0.0,3.0,0.0,0.0,0.0
54,Valli,55,13.0,26,13.0,7.0,0.0,0.0,16,33,33.0,14.0,2.0,0.0,0.0,0.0,0.0
55,Valli,56,23.0,21,4.0,8.0,0.0,0.0,27,29,28.0,19.0,9.0,10.0,0.0,0.0,0.0
56,Valli,57,17.0,17,8.0,9.0,0.0,0.0,25,26,8.0,36.0,7.0,0.0,0.0,0.0,0.0
57,Valli,58,15.0,20,3.0,9.0,0.0,0.0,18,29,22.0,6.0,19.0,0.0,0.0,0.0,3.0
58,Valli,59,19.0,30,10.0,13.0,0.0,0.0,29,43,47.0,22.0,3.0,5.0,0.0,0.0,1.0
59,Valli,60,20.0,27,5.0,7.0,0.0,0.0,25,34,34.0,19.0,6.0,3.0,0.0,0.0,0.0
60,Valli,61,4.0,7,1.0,0.0,0.0,0.0,5,7,2.0,10.0,0.0,0.0,0.0,0.0,1.0
61,Salakkalahti,62,19.0,26,6.0,9.0,0.0,0.0,25,35,36.0,12.0,12.0,2.0,0.0,0.0,2.0
62,Salakkalahti,63,7.0,29,8.0,13.0,0.0,0.0,15,42,36.0,21.0,0.0,0.0,0.0,0.0,0.0
63,Salakkalahti,64,13.0,32,12.0,11.0,0.0,0.0,25,43,36.0,20.0,12.0,10.0,0.0,0.0,0.0
64,Salakkalahti,65,8.0,30,8.0,8.0,0.0,0.0,16,38,29.0,25.0,0.0,0.0,0.0,0.0,1.0
65,Salakkalahti,66,25.0,15,7.0,18.0,0.0,0.0,32,33,34.0,20.0,11.0,2.0,0.0,0.0,1.0
66,Salakkalahti,67,13.0,18,4.0,7.0,0.0,0.0,17,25,21.0,21.0,0.0,3.0,0.0,0.0,0.0
67,Salakkalahti,68,13.0,28,5.0,7.0,0.0,0.0,18,35,32.0,19.0,2.0,1.0,0.0,0.0,0.0
68,Salakkalahti,69,15.0,26,2.0,2.0,0.0,0.0,17,28,19.0,26.0,0.0,4.0,1.0,0.0,0.0
69,Salakkalahti,70,19.0,28,18.0,9.0,0.0,0.0,37,37,41.0,33.0,0.0,11.0,0.0,0.0,0.0
70,Repola,71,14.0,32,12.0,10.0,0.0,0.0,26,42,33.0,29.0,6.0,12.0,0.0,0.0,0.0
71,Repola,72,17.0,21,8.0,8.0,0.0,0.0,25,29,29.0,18.0,7.0,1.0,0.0,0.0,0.0
72,Repola,73,17.0,25,7.0,9.0,0.0,0.0,24,34,34.0,19.0,5.0,1.0,0.0,0.0,0.0
73,Repola,74,12.0,22,7.0,7.0,0.0,0.0,19,29,34.0,12.0,2.0,0.0,0.0,0.0,0.0
74,Repola,75,8.0,30,9.0,9.0,0.0,0.0,17,39,27.0,24.0,5.0,0.0,0.0,0.0,0.0
75,Repola,76,14.0,30,7.0,7.0,0.0,0.0,21,37,42.0,14.0,2.0,0.0,0.0,0.0,1.0
76,Repola,77,15.0,28,4.0,3.0,0.0,0.0,19,31,28.0,16.0,6.0,0.0,0.0,0.0,1.0
77,Repola,78,20.0,23,5.0,12.0,0.0,0.0,25,35,44.0,13.0,3.0,0.0,0.0,0.0,0.0
78,Repola,79,12.0,26,12.0,5.0,0.0,0.0,24,31,26.0,26.0,3.0,0.0,0.0,0.0,0.0
79,Repola,80,11.0,27,6.0,5.0,0.0,0.0,17,32,34.0,15.0,0.0,0.0,0.0,0.0,0.0
80,Repola,81,17.0,27,2.0,2.0,0.0,0.0,19,29,26.0,21.0,1.0,0.0,0.0,0.0,3.0
81,Repola,82,14.0,24,9.0,9.0,0.0,0.0,23,33,28.0,23.0,5.0,2.0,0.0,0.0,0.0
82,Repola,83,13.0,18,10.0,10.0,0.0,0.0,23,28,18.0,33.0,0.0,5.0,0.0,0.0,0.0
83,Repola,84,8.0,8,6.0,10.0,0.0,0.0,14,18,21.0,3.0,8.0,2.0,0.0,0.0,0.0
84,P_Annan_kruunu,85,13.0,24,11.0,14.0,0.0,0.0,24,38,41.0,20.0,1.0,1.0,0.0,0.0,0.0
85,P_Annan_kruunu,86,5.0,20,3.0,2.0,0.0,0.0,8,22,5.0,25.0,0.0,0.0,0.0,0.0,0.0
86,P_Annan_kruunu,87,20.0,9,6.0,3.0,0.0,0.0,14,12,15.0,10.0,1.0,5.0,0.0,0.0,0.0
87,Viipurin_esikaupunki,88,12.0,15,8.0,10.0,0.0,0.0,20,25,7.0,4.0,34.0,2.0,0.0,0.0,0.0
88,Viipurin_esikaupunki,89,10.0,19,7.0,8.0,0.0,0.0,17,27,30.0,14.0,0.0,0.0,0.0,0.0,2.0
89,Viipurin_esikaupunki,90,15.0,18,4.0,10.0,0.0,0.0,19,28,7.0,15.0,25.0,2.0,0.0,0.0,0.0
90,Viipurin_esikaupunki,91,11.0,17,9.0,6.0,0.0,0.0,20,23,26.0,7.0,10.0,1.0,0.0,0.0,0.0
91,Viipurin_esikaupunki,92,10.0,17,11.0,10.0,0.0,0.0,21,27,1.0,13.0,35.0,0.0,0.0,0.0,0.0
92,Viipurin_esikaupunki,93,8.0,16,5.0,10.0,0.0,0.0,13,26,10.0,1.0,20.0,4.0,0.0,0.0,2.0
93,Viipurin_esikaupunki,94,10.0,19,2.0,5.0,0.0,0.0,12,24,14.0,13.0,9.0,2.0,0.0,0.0,0.0
94,Viipurin_esikaupunki,95,16.0,16,9.0,9.0,0.0,0.0,25,25,27.0,11.0,12.0,1.0,0.0,0.0,1.0
95,Viipurin_esikaupunki,96,12.0,24,3.0,9.0,0.0,0.0,15,33,30.0,6.0,12.0,9.0,0.0,0.0,0.0
96,Viipurin_esikaupunki,97,20.0,22,16.0,17.0,0.0,0.0,36,39,30.0,9.0,36.0,3.0,0.0,0.0,3.0
97,Viipurin_esikaupunki,98,12.0,11,7.0,6.0,0.0,0.0,19,17,22.0,14.0,0.0,0.0,0.0,0.0,1.0
98,Viipurin_esikaupunki,99,11.0,19,4.0,11.0,0.0,0.0,15,30,29.0,8.0,8.0,0.0,0.0,0.0,0.0
99,Viipurin_esikaupunki,100,11.0,14,5.0,6.0,0.0,0.0,16,20,17.0,8.0,11.0,0.0,0.0,0.0,0.0
100,Viipurin_esikaupunki,101,10.0,16,7.0,17.0,0.0,0.0,17,33,19.0,14.0,17.0,2.0,0.0,0.0,1.0
101,Viipurin_esikaupunki,102,13.0,17,10.0,11.0,0.0,0.0,23,28,28.0,4.0,19.0,6.0,0.0,0.0,0.0
102,Viipurin_esikaupunki,103,6.0,20,9.0,14.0,0.0,0.0,15,34,25.0,6.0,18.0,3.0,0.0,0.0,0.0
103,Viipurin_esikaupunki,104,10.0,20,0.0,8.0,0.0,0.0,10,28,20.0,14.0,4.0,8.0,0.0,0.0,0.0
104,Viipurin_esikaupunki,105,8.0,17,6.0,10.0,0.0,0.0,14,27,13.0,18.0,10.0,4.0,0.0,0.0,0.0
105,Viipurin_esikaupunki,106,10.0,16,10.0,6.0,0.0,0.0,20,22,23.0,3.0,16.0,0.0,0.0,0.0,1.0
106,Viipurin_esikaupunki,107,9.0,15,8.0,10.0,0.0,0.0,17,25,12.0,12.0,18.0,0.0,0.0,0.0,0.0
107,Viipurin_esikaupunki,108,11.0,11,2.0,6.0,0.0,0.0,13,17,12.0,2.0,16.0,1.0,0.0,0.0,0.0
108,Viipurin_esikaupunki,109,6.0,12,9.0,3.0,0.0,0.0,15,15,15.0,9.0,6.0,0.0,0.0,0.0,0.0
109,Saunalahti,110,6.0,12,4.0,32.0,0.0,0.0,10,44,11.0,14.0,29.0,8.0,0.0,0.0,0.0
110,Saunalahti,111,2.0,17,2.0,19.0,0.0,0.0,4,36,7.0,13.0,20.0,4.0,0.0,0.0,0.0
111,Saunalahti,112,5.0,9,5.0,4.0,0.0,0.0,10,13,20.0,3.0,0.0,1.0,0.0,0.0,0.0
112,Pietarin_esikaupunki,113,17.0,18,5.0,3.0,0.0,0.0,22,21,18.0,19.0,6.0,9.0,0.0,0.0,0.0
113,Pietarin_esikaupunki,114,18.0,18,5.0,6.0,0.0,0.0,23,21,23.0,13.0,8.0,8.0,0.0,0.0,1.0
114,Pietarin_esikaupunki,115,19.0,28,7.0,13.0,0.0,0.0,26,41,37.0,12.0,18.0,9.0,0.0,0.0,0.0
115,Pietarin_esikaupunki,116,19.0,22,9.0,10.0,0.0,0.0,28,32,15.0,6.0,39.0,0.0,0.0,0.0,1.0
116,Pietarin_esikaupunki,117,19.0,15,8.0,13.0,0.0,0.0,27,28,18.0,2.0,35.0,0.0,0.0,0.0,1.0
117,Pietarin_esikaupunki,118,14.0,35,12.0,14.0,0.0,0.0,26,49,22.0,49.0,4.0,1.0,0.0,0.0,1.0
118,Pietarin_esikaupunki,119,16.0,14,8.0,5.0,0.0,0.0,24,19,22.0,7.0,14.0,0.0,6.0,0.0,0.0
119,Pietarin_esikaupunki,120,13.0,18,1.0,12.0,0.0,0.0,14,30,29.0,5.0,10.0,1.0,0.0,0.0,1.0
120,Pietarin_esikaupunki,121,18.0,23,18.0,8.0,0.0,0.0,36,31,19.0,24.0,24.0,4.0,0.0,0.0,1.0
121,Pietarin_esikaupunki,122,23.0,19,17.0,24.0,0.0,0.0,40,43,52.0,3.0,28.0,11.0,0.0,0.0,0.0
122,Pietarin_esikaupunki,123,16.0,22,10.0,10.0,0.0,0.0,26,32,29.0,12.0,17.0,9.0,0.0,0.0,1.0
123,Pietarin_esikaupunki,124,23.0,20,5.0,7.0,0.0,0.0,28,27,26.0,11.0,18.0,16.0,0.0,0.0,0.0
124,Pietarin_esikaupunki,125,19.0,21,7.0,11.0,0.0,0.0,26,32,25.0,12.0,21.0,9.0,0.0,0.0,3.0
125,Pietarin_esikaupunki,126,17.0,21,7.0,9.0,0.0,0.0,24,30,33.0,11.0,10.0,0.0,0.0,0.0,0.0
126,Pietarin_esikaupunki,127,12.0,8,5.0,10.0,0.0,0.0,17,18,10.0,5.0,20.0,0.0,0.0,0.0,1.0
127,Pietarin_esikaupunki,128,17.0,18,9.0,6.0,0.0,0.0,26,24,34.0,12.0,4.0,4.0,0.0,0.0,0.0
128,Pietarin_esikaupunki,129,15.0,15,11.0,15.0,0.0,0.0,26,30,21.0,3.0,32.0,15.0,0.0,0.0,1.0
129,Pietarin_esikaupunki,130,11.0,12,3.0,7.0,0.0,0.0,14,19,5.0,9.0,19.0,6.0,0.0,0.0,1.0
130,Pietarin_esikaupunki,131,15.0,14,4.0,9.0,0.0,0.0,19,23,29.0,6.0,7.0,0.0,0.0,0.0,0.0
131,Pietarin_esikaupunki,132,9.0,15,2.0,4.0,0.0,0.0,11,19,16.0,4.0,10.0,6.0,0.0,0.0,1.0
132,Pietarin_esikaupunki,133,19.0,18,10.0,13.0,0.0,0.0,29,31,6.0,5.0,49.0,0.0,0.0,0.0,0.0
133,Pietarin_esikaupunki,134,14.0,16,6.0,5.0,0.0,0.0,20,21,16.0,3.0,22.0,1.0,0.0,0.0,1.0
134,Pietarin_esikaupunki,135,16.0,13,7.0,8.0,0.0,0.0,23,21,17.0,5.0,22.0,3.0,0.0,0.0,0.0
135,Pietarin_esikaupunki,136,11.0,11,12.0,6.0,0.0,0.0,23,17,15.0,6.0,19.0,7.0,0.0,0.0,1.0
136,Pietarin_esikaupunki,137,17.0,12,9.0,6.0,0.0,0.0,26,18,15.0,1.0,28.0,4.0,0.0,0.0,0.0
137,Pietarin_esikaupunki,138,19.0,19,7.0,4.0,0.0,0.0,26,25,17.0,3.0,29.0,3.0,0.0,0.0,1.0
138,Pietarin_esikaupunki,139,18.0,17,17.0,10.0,0.0,0.0,35,27,31.0,10.0,21.0,12.0,0.0,0.0,0.0
139,Pietarin_esikaupunki,140,16.0,18,14.0,8.0,0.0,0.0,30,26,23.0,1.0,27.0,0.0,0.0,0.0,1.0
140,Pietarin_esikaupunki,141,11.0,17,3.0,5.0,0.0,0.0,14,22,0.0,2.0,34.0,2.0,0.0,0.0,0.0
141,Pietarin_esikaupunki,142,12.0,19,5.0,4.0,0.0,0.0,17,23,23.0,6.0,11.0,4.0,0.0,0.0,0.0
142,Pietarin_esikaupunki,143,18.0,28,7.0,6.0,0.0,0.0,25,34,35.0,21.0,3.0,12.0,0.0,0.0,0.0
143,Pietarin_esikaupunki,144,14.0,22,5.0,10.0,0.0,0.0,19,32,32.0,8.0,11.0,0.0,0.0,0.0,0.0
144,Pietarin_esikaupunki,145,11.0,14,1.0,6.0,0.0,0.0,12,20,12.0,8.0,12.0,0.0,0.0,0.0,0.0
145,Pietarin_esikaupunki,146,22.0,20,9.0,24.0,0.0,0.0,31,44,40.0,18.0,17.0,5.0,0.0,0.0,2.0
146,Pietarin_esikaupunki,147,19.0,15,9.0,11.0,0.0,0.0,28,26,35.0,8.0,11.0,0.0,0.0,0.0,0.0
147,Pietarin_esikaupunki,148,21.0,18,8.0,8.0,0.0,0.0,29,26,31.0,3.0,21.0,0.0,0.0,0.0,0.0
148,Pietarin_esikaupunki,149,19.0,14,3.0,8.0,0.0,0.0,22,22,20.0,9.0,15.0,3.0,0.0,0.0,0.0
149,Pietarin_esikaupunki,150,15.0,22,8.0,13.0,0.0,0.0,23,35,37.0,11.0,10.0,3.0,0.0,0.0,0.0
150,Pietarin_esikaupunki,151,20.0,24,14.0,11.0,0.0,0.0,34,35,53.0,9.0,7.0,0.0,0.0,0.0,1.0
151,Pietarin_esikaupunki,152,20.0,19,8.0,9.0,0.0,0.0,28,28,25.0,7.0,24.0,3.0,0.0,0.0,2.0
152,Pietarin_esikaupunki,153,16.0,18,13.0,8.0,0.0,0.0,29,26,39.0,6.0,10.0,4.0,0.0,0.0,0.0
153,Pietarin_esikaupunki,154,19.0,24,11.0,17.0,0.0,0.0,30,41,36.0,11.0,24.0,19.0,0.0,0.0,1.0
154,Pietarin_esikaupunki,155,13.0,20,6.0,10.0,0.0,0.0,19,30,27.0,4.0,18.0,2.0,0.0,0.0,0.0
155,Pietarin_esikaupunki,156,17.0,20,4.0,3.0,0.0,0.0,21,23,28.0,10.0,6.0,1.0,0.0,0.0,0.0
156,Pietarin_esikaupunki,157,13.0,27,4.0,9.0,0.0,0.0,17,36,33.0,15.0,5.0,6.0,0.0,0.0,1.0
157,Pietarin_esikaupunki,158,14.0,23,7.0,9.0,0.0,0.0,21,32,32.0,15.0,6.0,10.0,0.0,0.0,0.0
158,Pietarin_esikaupunki,159,11.0,15,4.0,10.0,0.0,0.0,15,25,26.0,8.0,6.0,11.0,0.0,0.0,0.0
159,Pietarin_esikaupunki,160,15.0,20,9.0,11.0,0.0,0.0,24,31,30.0,7.0,18.0,1.0,0.0,0.0,0.0
160,Pietarin_esikaupunki,161,13.0,22,5.0,5.0,0.0,0.0,18,27,23.0,18.0,4.0,3.0,0.0,0.0,0.0
161,Pietarin_esikaupunki,162,20.0,29,13.0,7.0,0.0,0.0,33,36,60.0,9.0,0.0,1.0,0.0,0.0,0.0
162,Pietarin_esikaupunki,163,18.0,33,4.0,11.0,0.0,0.0,22,44,35.0,16.0,15.0,13.0,0.0,0.0,1.0
163,Pietarin_esikaupunki,164,15.0,19,11.0,8.0,0.0,0.0,26,27,38.0,11.0,4.0,9.0,0.0,0.0,1.0
164,Pietarin_esikaupunki,165,22.0,24,17.0,19.0,0.0,0.0,39,43,9.0,15.0,58.0,10.0,0.0,0.0,0.0
165,Pietarin_esikaupunki,166,20.0,18,12.0,12.0,0.0,0.0,32,30,9.0,14.0,39.0,0.0,0.0,0.0,0.0
166,Pietarin_esikaupunki,167,7.0,18,8.0,7.0,0.0,0.0,15,25,4.0,12.0,24.0,2.0,0.0,0.0,0.0
167,Pietarin_esikaupunki,168,19.0,18,8.0,12.0,0.0,0.0,27,30,22.0,9.0,26.0,1.0,0.0,0.0,1.0
168,Pietarin_esikaupunki,169,22.0,16,18.0,15.0,0.0,0.0,40,31,7.0,0.0,64.0,8.0,0.0,0.0,1.0
169,Pietarin_esikaupunki,170,12.0,10,6.0,10.0,0.0,0.0,18,20,0.0,23.0,15.0,0.0,0.0,0.0,1.0
170,Anina,171,12.0,13,1.0,5.0,0.0,0.0,13,18,7.0,0.0,24.0,6.0,0.0,0.0,0.0
171,Anina,172,4.0,7,6.0,4.0,0.0,0.0,10,11,0.0,0.0,21.0,0.0,0.0,0.0,0.0
172,Anina,173,18.0,17,8.0,15.0,0.0,0.0,26,32,4.0,11.0,4.0,0.0,0.0,0.0,0.0
173,Anina,174,2.0,14,22.0,25.0,0.0,0.0,24,39,1.0,17.0,45.0,2.0,0.0,0.0,0.0
174,Anina,175,16.0,14,17.0,18.0,0.0,0.0,33,32,24.0,1.0,40.0,0.0,0.0,0.0,0.0
175,Anina,176,23.0,21,10.0,11.0,0.0,0.0,33,32,26.0,3.0,36.0,0.0,0.0,0.0,0.0
176,Anina,177,20.0,20,12.0,11.0,0.0,0.0,32,31,41.0,3.0,19.0,0.0,0.0,0.0,1.0
177,Anina,178,22.0,20,16.0,9.0,0.0,0.0,38,29,40.0,10.0,17.0,0.0,0.0,0.0,0.0
178,Anina,179,17.0,16,13.0,16.0,0.0,0.0,30,32,16.0,0.0,46.0,4.0,0.0,0.0,0.0
179,Anina,180,17.0,17,8.0,18.0,0.0,0.0,25,35,26.0,0.0,34.0,2.0,0.0,0.0,1.0
180,Anina,181,29.0,21,13.0,11.0,0.0,0.0,42,32,16.0,11.0,47.0,0.0,0.0,0.0,0.0
181,Anina,182,27.0,21,17.0,7.0,0.0,0.0,44,28,9.0,2.0,61.0,3.0,0.0,0.0,1.0
182,Anina,183,20.0,26,17.0,16.0,0.0,0.0,37,42,8.0,0.0,71.0,4.0,0.0,0.0,1.0
183,Anina,184,19.0,21,10.0,13.0,0.0,0.0,29,34,19.0,2.0,42.0,5.0,0.0,0.0,2.0
184,Anina,185,20.0,16,9.0,17.0,0.0,0.0,29,33,21.0,1.0,40.0,0.0,0.0,0.0,0.0
185,Anina,186,10.0,19,10.0,22.0,0.0,0.0,20,41,23.0,13.0,25.0,0.0,0.0,0.0,0.0
186,Anina,187,16.0,26,6.0,16.0,0.0,0.0,22,42,13.0,4.0,47.0,2.0,0.0,0.0,0.0
187,Anina,188,15.0,25,10.0,11.0,0.0,0.0,24,36,14.0,0.0,46.0,3.0,0.0,0.0,0.0
188,Anina,189,19.0,21,12.0,11.0,0.0,0.0,31,32,17.0,0.0,46.0,7.0,0.0,0.0,0.0
189,Anina,190,22.0,23,11.0,13.0,0.0,0.0,33,36,22.0,7.0,40.0,0.0,0.0,0.0,0.0
190,Anina,191,20.0,19,4.0,15.0,0.0,0.0,24,34,22.0,0.0,36.0,0.0,0.0,0.0,0.0
191,Anina,192,14.0,24,8.0,7.0,0.0,0.0,22,31,19.0,6.0,28.0,2.0,0.0,0.0,0.0
192,Anina,193,18.0,26,12.0,9.0,0.0,0.0,30,35,20.0,10.0,35.0,0.0,0.0,0.0,0.0
193,Anina,194,6.0,8,1.0,4.0,0.0,0.0,7,12,6.0,2.0,11.0,0.0,0.0,0.0,0.0
194,Papula,195,21.0,20,8.0,9.0,0.0,0.0,29,29,25.0,0.0,33.0,0.0,0.0,0.0,2.0
195,Papula,196,31.0,25,8.0,20.0,0.0,0.0,53,45,58.0,5.0,35.0,0.0,0.0,0.0,3.0
196,Papula,197,19.0,23,22.0,7.0,0.0,0.0,28,30,24.0,8.0,26.0,8.0,0.0,0.0,2.0
197,Papula,198,17.0,27,9.0,6.0,0.0,0.0,41,33,60.0,14.0,0.0,5.0,0.0,0.0,0.0
198,Papula,199,0.0,18,24.0,9.0,0.0,0.0,48,27,73.0,2.0,0.0,0.0,0.0,0.0,1.0
199,Papula,200,0.0,12,48.0,13.0,0.0,0.0,37,25,62.0,0.0,0.0,0.0,0.0,0.0,1.0
200,Papula,201,16.0,20,20.0,18.0,0.0,0.0,36,38,38.0,31.0,5.0,0.0,0.0,0.0,1.0
201,Papula,202,10.0,18,9.0,13.0,0.0,0.0,19,31,30.0,8.0,12.0,1.0,0.0,0.0,0.0
202,Papula,203,26.0,27,22.0,26.0,0.0,0.0,48,53,95.0,3.0,3.0,0.0,0.0,0.0,1.0
203,Papula,204,17.0,26,8.0,9.0,0.0,0.0,25,35,39.0,10.0,11.0,4.0,0.0,0.0,0.0
204,Papula,205,13.0,22,6.0,5.0,0.0,0.0,19,27,21.0,16.0,9.0,0.0,0.0,0.0,0.0
205,Papula,206,6.0,13,60.0,94.0,0.0,0.0,66,107,11.0,19.0,143.0,11.0,0.0,0.0,0.0
206,Pantsarlaht,207,17.0,21,9.0,9.0,0.0,0.0,26,30,26.0,17.0,13.0,8.0,0.0,0.0,0.0
207,Pantsarlaht,208,14.0,23,4.0,10.0,0.0,0.0,18,33,30.0,21.0,0.0,3.0,0.0,0.0,0.0
208,Pantsarlaht,209,19.0,23,8.0,7.0,0.0,0.0,27,30,37.0,15.0,5.0,0.0,0.0,0.0,1.0
