,district,plot_number,estate_income,business_income,salary_pension_income
1194,Pietarin_esikaupunki,7,0.0,0.0,12.0
1195,Pietarin_esikaupunki,8,8.0,35.0,0.0
1196,Pietarin_esikaupunki,8,0.0,0.0,1.0
1197,Pietarin_esikaupunki,8,0.0,0.0,1.0
1198,Pietarin_esikaupunki,9,6.0,0.0,0.0
1199,Pietarin_esikaupunki,9,0.0,10.0,0.0
1200,Pietarin_esikaupunki,9,0.0,0.0,1.0
1201,Pietarin_esikaupunki,9,0.0,0.0,1.0
1202,Pietarin_esikaupunki,10,2.0,3.0,0.0
1203,Pietarin_esikaupunki,10,0.0,0.0,2.0
1204,Pietarin_esikaupunki,11,5.0,0.0,1.0
1205,Pietarin_esikaupunki,11,0.0,0.0,1.0
1206,Pietarin_esikaupunki,11,0.0,0.0,4.0
1207,Pietarin_esikaupunki,11,0.0,0.0,1.0
1208,Pietarin_esikaupunki,11,0.0,0.0,2.0
1209,Pietarin_esikaupunki,12,2.0,0.0,0.0
1210,Pietarin_esikaupunki,13,3.0,0.0,1.0
1211,Pietarin_esikaupunki,13,0.0,0.0,2.0
1212,Pietarin_esikaupunki,13a,2.0,0.0,0.0
1213,Pietarin_esikaupunki,13a,0.0,0.0,1.0
1214,Pietarin_esikaupunki,13a,0.0,0.0,1.0
1215,Pietarin_esikaupunki,13b,5.0,0.0,0.0
1216,Pietarin_esikaupunki,14,5.0,0.0,0.0
1217,Pietarin_esikaupunki,14,0.0,0.0,1.0
1218,Pietarin_esikaupunki,14,0.0,0.0,1.0
1219,Pietarin_esikaupunki,14,0.0,0.0,1.0
1220,Pietarin_esikaupunki,15,4.0,0.0,2.0
1221,Pietarin_esikaupunki,15,0.0,0.0,1.0
1222,Pietarin_esikaupunki,15,0.0,0.0,1.0
1223,Pietarin_esikaupunki,15a,1.0,0.0,2.0
1224,Pietarin_esikaupunki,15a,0.0,0.0,1.0
1225,Pietarin_esikaupunki,15a,0.0,0.0,1.0
1226,Pietarin_esikaupunki,15a,0.0,0.0,1.0
1227,Pietarin_esikaupunki,15a,0.0,0.0,1.0
1228,Pietarin_esikaupunki,"16,17",8.0,40.0,0.0
1229,Pietarin_esikaupunki,"16,17",0.0,0.0,1.0
1230,Pietarin_esikaupunki,"16,17",0.0,0.0,2.0
1231,Pietarin_esikaupunki,"16,17",0.0,0.0,1.0
1232,Pietarin_esikaupunki,"16,17",0.0,0.0,2.0
1233,Pietarin_esikaupunki,18,7.0,2.0,0.0
1234,Pietarin_esikaupunki,18,0.0,0.0,3.0
1235,Pietarin_esikaupunki,18,0.0,0.0,1.0
1236,Pietarin_esikaupunki,18,0.0,5.0,0.0
1237,Pietarin_esikaupunki,18,0.0,0.0,1.0
1238,Pietarin_esikaupunki,18,0.0,0.0,1.0
1239,Pietarin_esikaupunki,18,0.0,0.0,1.0
1240,Pietarin_esikaupunki,"19,20",2.0,0.0,1.0
1241,Pietarin_esikaupunki,"19,20",0.0,0.0,3.0
1242,Pietarin_esikaupunki,"19,20",0.0,0.0,1.0
1243,Pietarin_esikaupunki,"19,20",0.0,0.0,1.0
1244,Pietarin_esikaupunki,21,2.0,6.0,0.0
1245,Pietarin_esikaupunki,22,4.0,0.0,0.0
1246,Pietarin_esikaupunki,22,0.0,5.0,0.0
1247,Pietarin_esikaupunki,22,0.0,0.0,1.0
1248,Pietarin_esikaupunki,22,0.0,0.0,2.0
1249,Pietarin_esikaupunki,22,0.0,0.0,1.0
1250,Pietarin_esikaupunki,22,0.0,0.0,1.0
1251,Pietarin_esikaupunki,22,0.0,0.0,1.0
1252,Pietarin_esikaupunki,22,0.0,0.0,1.0
1253,Pietarin_esikaupunki,22,0.0,0.0,1.0
1254,Pietarin_esikaupunki,22,0.0,0.0,1.0
1255,Pietarin_esikaupunki,22,0.0,0.0,1.0
1256,Pietarin_esikaupunki,22,0.0,0.0,1.0
1257,Pietarin_esikaupunki,22,0.0,0.0,1.0
1258,Pietarin_esikaupunki,"23,24",0.0,0.0,20.0
1259,Pietarin_esikaupunki,"23,24",0.0,0.0,1.0
1260,Pietarin_esikaupunki,"23,24",0.0,0.0,1.0
1261,Pietarin_esikaupunki,"23,24",0.0,0.0,1.0
1262,Pietarin_esikaupunki,"23,24",0.0,0.0,1.0
1263,Pietarin_esikaupunki,"23,24",0.0,0.0,1.0
1264,Pietarin_esikaupunki,"23,24",0.0,0.0,1.0
1265,Pietarin_esikaupunki,"23,24",0.0,0.0,1.0
1266,Pietarin_esikaupunki,"23,24",0.0,0.0,1.0
1267,Pietarin_esikaupunki,"25,26",0.0,0.0,6.0
1268,Pietarin_esikaupunki,"25,26",0.0,0.0,1.0
1269,Pietarin_esikaupunki,"25,26",0.0,0.0,1.0
1270,Pietarin_esikaupunki,27,3.0,0.0,0.0
1271,Pietarin_esikaupunki,27,0.0,0.0,2.0
1272,Pietarin_esikaupunki,27,0.0,0.0,1.0
1273,Pietarin_esikaupunki,29,0.0,10.0,0.0
1274,Pietarin_esikaupunki,29,0.0,0.0,1.0
1275,Pietarin_esikaupunki,30,1.0,0.0,2.0
1276,Pietarin_esikaupunki,30,0.0,0.0,2.0
1277,Pietarin_esikaupunki,31,1.0,0.0,2.0
1278,Pietarin_esikaupunki,31,0.0,0.0,1.0
1279,Pietarin_esikaupunki,32,1.0,0.0,0.0
1280,Pietarin_esikaupunki,"33,34",5.0,15.0,0.0
1281,Pietarin_esikaupunki,"33,34",0.0,0.0,1.0
1282,Pietarin_esikaupunki,"33,34",0.0,0.0,3.0
1283,Pietarin_esikaupunki,"33,34",0.0,0.0,1.0
1284,Pietarin_esikaupunki,35,1.0,0.0,3.0
1285,Pietarin_esikaupunki,36,2.0,0.0,0.0
1286,Pietarin_esikaupunki,36,0.0,0.0,1.0
1287,Pietarin_esikaupunki,36,0.0,0.0,1.0
1288,Pietarin_esikaupunki,36,0.0,0.0,1.0
1289,Pietarin_esikaupunki,36,0.0,0.0,1.0
1290,Pietarin_esikaupunki,36,0.0,0.0,1.0
1291,Pietarin_esikaupunki,37,0.0,0.0,1.0
1292,Pietarin_esikaupunki,37,0.0,0.0,1.0
1293,Pietarin_esikaupunki,37,0.0,0.0,1.0
1294,Pietarin_esikaupunki,"38,39",2.0,0.0,7.0
1295,Pietarin_esikaupunki,40,2.0,0.0,1.0
1296,Pietarin_esikaupunki,40,0.0,0.0,1.0
1297,Pietarin_esikaupunki,41,4.0,0.0,0.0
1298,Pietarin_esikaupunki,42,8.0,30.0,0.0
1299,Pietarin_esikaupunki,42,0.0,0.0,1.0
1300,Pietarin_esikaupunki,43,4.0,0.0,5.0
1301,Pietarin_esikaupunki,43,0.0,5.0,0.0
1302,Pietarin_esikaupunki,43,0.0,0.0,1.0
1303,Pietarin_esikaupunki,44,4.0,0.0,0.0
1304,Pietarin_esikaupunki,44,0.0,0.0,18.0
1305,Pietarin_esikaupunki,44,0.0,0.0,2.0
1306,Pietarin_esikaupunki,44,0.0,0.0,1.0
1307,Pietarin_esikaupunki,44,0.0,0.0,1.0
1308,Pietarin_esikaupunki,45,4.0,10.0,0.0
1309,Pietarin_esikaupunki,45,0.0,0.0,1.0
1310,Pietarin_esikaupunki,45,0.0,0.0,1.0
1311,Pietarin_esikaupunki,45,0.0,0.0,1.0
1312,Pietarin_esikaupunki,46,5.0,10.0,0.0
1313,Pietarin_esikaupunki,46,0.0,0.0,1.0
1314,Pietarin_esikaupunki,46,0.0,0.0,1.0
1315,Pietarin_esikaupunki,"47,48",5.0,8.0,0.0
1316,Pietarin_esikaupunki,"47,48",0.0,0.0,1.0
1317,Pietarin_esikaupunki,"47,48",0.0,0.0,2.0
1318,Pietarin_esikaupunki,"49,50",9.0,0.0,0.0
1319,Pietarin_esikaupunki,"49,50",0.0,0.0,1.0
1320,Pietarin_esikaupunki,"49,50",0.0,0.0,3.0
1321,Pietarin_esikaupunki,"49,50",0.0,0.0,4.0
1322,Pietarin_esikaupunki,"49,50",0.0,0.0,4.0
1323,Pietarin_esikaupunki,"49,50",0.0,0.0,2.0
1324,Pietarin_esikaupunki,"49,50",0.0,0.0,2.0
1325,Pietarin_esikaupunki,"49,50",0.0,0.0,2.0
1326,Pietarin_esikaupunki,"49,50",0.0,0.0,2.0
1327,Pietarin_esikaupunki,"49,50",0.0,0.0,2.0
1328,Pietarin_esikaupunki,"49,50",0.0,0.0,2.0
1329,Pietarin_esikaupunki,"49,50",0.0,0.0,2.0
1330,Pietarin_esikaupunki,"49,50",0.0,0.0,1.0
1331,Pietarin_esikaupunki,"49,50",0.0,0.0,1.0
1332,Pietarin_esikaupunki,"49,50",0.0,0.0,1.0
1333,Pietarin_esikaupunki,"49,50",0.0,0.0,1.0
1334,Pietarin_esikaupunki,51,6.0,8.0,0.0
1335,Pietarin_esikaupunki,52,5.0,0.0,2.0
1336,Pietarin_esikaupunki,52,0.0,12.0,0.0
1337,Pietarin_esikaupunki,52,0.0,0.0,2.0
1338,Pietarin_esikaupunki,52,0.0,0.0,3.0
1339,Pietarin_esikaupunki,52,0.0,3.0,0.0
1340,Pietarin_esikaupunki,52,0.0,0.0,1.0
1341,Pietarin_esikaupunki,52,0.0,0.0,1.0
1342,Pietarin_esikaupunki,"53,54",3.0,0.0,2.0
1343,Pietarin_esikaupunki,55,4.0,0.0,0.0
1344,Pietarin_esikaupunki,56,10.0,10.0,0.0
1345,Pietarin_esikaupunki,56,0.0,0.0,14.0
1346,Pietarin_esikaupunki,56,0.0,0.0,10.0
1347,Pietarin_esikaupunki,57,4.0,0.0,0.0
1348,Pietarin_esikaupunki,57,0.0,0.0,15.0
1349,Pietarin_esikaupunki,57,0.0,0.0,3.0
1350,Pietarin_esikaupunki,57,0.0,0.0,1.0
1351,Pietarin_esikaupunki,57,0.0,0.0,1.0
1352,Pietarin_esikaupunki,62,1.0,0.0,0.0
1353,Pietarin_esikaupunki,62,0.0,0.0,1.0
1354,Pietarin_esikaupunki,62,0.0,0.0,1.0
1355,Pietarin_esikaupunki,62,0.0,0.0,1.0
1356,Pietarin_esikaupunki,62,0.0,0.0,1.0
1357,Pietarin_esikaupunki,62,0.0,0.0,1.0
1358,Pietarin_esikaupunki,64,1.0,0.0,2.0
1359,Pietarin_esikaupunki,64,0.0,0.0,1.0
1360,Pietarin_esikaupunki,64,0.0,0.0,1.0
1361,Pietarin_esikaupunki,64,0.0,0.0,1.0
1362,Pietarin_esikaupunki,64,0.0,0.0,1.0
1363,Pietarin_esikaupunki,65,1.0,0.0,0.0
1364,Pietarin_esikaupunki,65,0.0,0.0,1.0
1365,Pietarin_esikaupunki,65,0.0,0.0,1.0
1366,Pietarin_esikaupunki,66,3.0,3.0,0.0
1367,Pietarin_esikaupunki,66,0.0,0.0,1.0
1368,Pietarin_esikaupunki,66,0.0,0.0,3.0
1369,Pietarin_esikaupunki,66,0.0,0.0,2.0
1370,Pietarin_esikaupunki,66,0.0,0.0,1.0
1371,Pietarin_esikaupunki,66,0.0,0.0,1.0
1372,Pietarin_esikaupunki,66,0.0,0.0,2.0
1373,Pietarin_esikaupunki,67,4.0,0.0,18.0
1374,Pietarin_esikaupunki,67,0.0,0.0,1.0
1375,Pietarin_esikaupunki,67,0.0,0.0,1.0
1376,Pietarin_esikaupunki,67,0.0,0.0,1.0
1377,Pietarin_esikaupunki,"68,69",5.0,0.0,0.0
1378,Pietarin_esikaupunki,"68,69",0.0,0.0,1.0
1379,Pietarin_esikaupunki,"68,69",0.0,0.0,1.0
1380,Pietarin_esikaupunki,"68,69",0.0,0.0,1.0
1381,Pietarin_esikaupunki,70,2.0,0.0,0.0
1382,Pietarin_esikaupunki,70,0.0,0.0,1.0
1383,Pietarin_esikaupunki,70,0.0,0.0,1.0
1384,Pietarin_esikaupunki,72,2.0,5.0,0.0
1385,Pietarin_esikaupunki,72,0.0,0.0,1.0
1386,Pietarin_esikaupunki,"73,74",1.0,0.0,0.0
1387,Pietarin_esikaupunki,"73,74",0.0,1.0,0.0
1388,Pietarin_esikaupunki,"73,74",0.0,0.0,1.0
1389,Pietarin_esikaupunki,"75,76",3.0,0.0,1.0
1390,Pietarin_esikaupunki,"75,76",0.0,0.0,1.0
1391,Pietarin_esikaupunki,"75,76",0.0,0.0,1.0
1392,Pietarin_esikaupunki,"78,79",1.0,2.0,0.0
1393,Pietarin_esikaupunki,80,1.0,0.0,3.0
1394,Pietarin_esikaupunki,80,0.0,0.0,1.0
1395,Pietarin_esikaupunki,81,2.0,0.0,0.0
1396,Pietarin_esikaupunki,81,0.0,0.0,1.0
1397,Pietarin_esikaupunki,81,0.0,0.0,1.0
1398,Pietarin_esikaupunki,82,3.0,3.0,0.0
1399,Pietarin_esikaupunki,82,0.0,0.0,1.0
1400,Pietarin_esikaupunki,83,1.0,0.0,0.0
1401,Pietarin_esikaupunki,83,0.0,0.0,1.0
1402,Pietarin_esikaupunki,83,0.0,0.0,1.0
1403,Pietarin_esikaupunki,84,1.0,0.0,0.0
1404,Pietarin_esikaupunki,84,0.0,0.0,1.0
1405,Pietarin_esikaupunki,84,0.0,0.0,2.0
1406,Pietarin_esikaupunki,84,0.0,0.0,1.0
1407,Pietarin_esikaupunki,84,0.0,0.0,1.0
1408,Pietarin_esikaupunki,85,1.0,0.0,0.0
1409,Pietarin_esikaupunki,85,0.0,0.0,1.0
1410,Pietarin_esikaupunki,"86,87",1.0,0.0,0.0
1411,Pietarin_esikaupunki,"86,87",0.0,0.0,1.0
1412,Pietarin_esikaupunki,"86,87",0.0,0.0,1.0
1413,Pietarin_esikaupunki,88,1.0,0.0,0.0
1414,Pietarin_esikaupunki,88,0.0,0.0,1.0
1415,Pietarin_esikaupunki,88,0.0,0.0,1.0
1416,Pietarin_esikaupunki,89a,1.0,0.0,3.0
1417,Pietarin_esikaupunki,89a,0.0,0.0,1.0
1418,Pietarin_esikaupunki,89a,0.0,0.0,1.0
1419,Pietarin_esikaupunki,89b,1.0,0.0,0.0
1420,Pietarin_esikaupunki,89b,0.0,0.0,1.0
1421,Pietarin_esikaupunki,90,1.0,0.0,0.0
1422,Pietarin_esikaupunki,91,1.0,0.0,3.0
1423,Pietarin_esikaupunki,91,0.0,0.0,1.0
1424,Pietarin_esikaupunki,92,1.0,0.0,0.0
1425,Pietarin_esikaupunki,92,0.0,0.0,1.0
1426,Pietarin_esikaupunki,93,2.0,0.0,0.0
1427,Pietarin_esikaupunki,103,1.0,0.0,0.0
1428,Pietarin_esikaupunki,"104,105",3.0,0.0,6.0
1429,Pietarin_esikaupunki,106,1.0,0.0,0.0
1430,Pietarin_esikaupunki,106,0.0,0.0,1.0
1431,Pietarin_esikaupunki,"107,108",2.0,0.0,2.0
1432,Pietarin_esikaupunki,"107,108",0.0,0.0,1.0
1433,Pietarin_esikaupunki,"107,108",0.0,0.0,1.0
1434,Pietarin_esikaupunki,"107,108",0.0,0.0,1.0
1435,Pietarin_esikaupunki,"107,108",0.0,0.0,1.0
1436,Pietarin_esikaupunki,109,2.0,0.0,0.0
1437,Pietarin_esikaupunki,109,0.0,0.0,1.0
1438,Pietarin_esikaupunki,109,0.0,0.0,1.0
1439,Pietarin_esikaupunki,109,0.0,0.0,1.0
1440,Pietarin_esikaupunki,110,2.0,0.0,0.0
1441,Pietarin_esikaupunki,110,0.0,0.0,1.0
1442,Pietarin_esikaupunki,110,0.0,0.0,1.0
1443,Pietarin_esikaupunki,110,0.0,0.0,1.0
1444,Pietarin_esikaupunki,110,0.0,0.0,1.0
1445,Pietarin_esikaupunki,110,0.0,0.0,1.0
1446,Pietarin_esikaupunki,110,0.0,0.0,1.0
1447,Pietarin_esikaupunki,110,0.0,0.0,1.0
1448,Pietarin_esikaupunki,111,3.0,4.0,0.0
1449,Pietarin_esikaupunki,111,0.0,0.0,1.0
1450,Pietarin_esikaupunki,112,1.0,0.0,2.0
1451,Pietarin_esikaupunki,112,0.0,0.0,1.0
1452,Pietarin_esikaupunki,112,0.0,0.0,1.0
1453,Pietarin_esikaupunki,112,0.0,0.0,1.0
1454,Pietarin_esikaupunki,112,0.0,0.0,1.0
1455,Pietarin_esikaupunki,113,1.0,0.0,2.0
1456,Pietarin_esikaupunki,114,1.0,0.0,1.0
1457,Pietarin_esikaupunki,115,1.0,0.0,0.0
1458,Pietarin_esikaupunki,"116,117",1.0,0.0,2.0
1459,Pietarin_esikaupunki,"116,117",0.0,0.0,1.0
1460,Pietarin_esikaupunki,118,1.0,0.0,1.0
1461,Pietarin_esikaupunki,118,0.0,0.0,2.0
1462,Pietarin_esikaupunki,118,0.0,0.0,6.0
1463,Pietarin_esikaupunki,119,1.0,0.0,0.0
1464,Pietarin_esikaupunki,119,0.0,0.0,1.0
1465,Pietarin_esikaupunki,120,2.0,0.0,4.0
1466,Pietarin_esikaupunki,120,4.0,20.0,0.0
1467,Pietarin_esikaupunki,120,0.0,0.0,1.0
1468,Pietarin_esikaupunki,123,3.0,0.0,1.0
1469,Pietarin_esikaupunki,123,0.0,0.0,3.0
1470,Pietarin_esikaupunki,123,0.0,0.0,2.0
1471,Pietarin_esikaupunki,123,0.0,0.0,3.0
1472,Pietarin_esikaupunki,123,0.0,0.0,1.0
1473,Pietarin_esikaupunki,123,0.0,0.0,1.0
1474,Pietarin_esikaupunki,"124,125",5.0,0.0,1.0
1475,Pietarin_esikaupunki,"124,125",0.0,0.0,2.0
1476,Pietarin_esikaupunki,"124,125",0.0,0.0,2.0
1477,Pietarin_esikaupunki,"124,125",0.0,0.0,1.0
1478,Pietarin_esikaupunki,"124,125",0.0,0.0,1.0
1479,Pietarin_esikaupunki,"124,125",0.0,0.0,1.0
1480,Pietarin_esikaupunki,"127,128",1.0,0.0,1.0
1481,Pietarin_esikaupunki,"127,128",0.0,0.0,2.0
1482,Pietarin_esikaupunki,"127,128",0.0,0.0,3.0
1483,Pietarin_esikaupunki,"127,128",0.0,0.0,5.0
1484,Pietarin_esikaupunki,"127,128",0.0,0.0,2.0
1485,Pietarin_esikaupunki,130,1.0,0.0,0.0
1486,Pietarin_esikaupunki,130,0.0,0.0,1.0
1487,Pietarin_esikaupunki,"131,132",1.0,0.0,0.0
1488,Pietarin_esikaupunki,"131,132",0.0,0.0,1.0
1489,Pietarin_esikaupunki,"131,132",0.0,0.0,1.0
1490,Pietarin_esikaupunki,133,1.0,0.0,0.0
1491,Pietarin_esikaupunki,134,1.0,0.0,0.0
1492,Pietarin_esikaupunki,134,0.0,0.0,1.0
1493,Pietarin_esikaupunki,134,0.0,0.0,2.0
1494,Pietarin_esikaupunki,135,1.0,0.0,0.0
1495,Pietarin_esikaupunki,135,0.0,0.0,1.0
1496,Pietarin_esikaupunki,135,0.0,0.0,1.0
1497,Pietarin_esikaupunki,135,0.0,0.0,1.0
1498,Pietarin_esikaupunki,136,2.0,0.0,0.0
1499,Pietarin_esikaupunki,137,1.0,0.0,0.0
1500,Pietarin_esikaupunki,138,1.0,0.0,1.0
1501,Pietarin_esikaupunki,138,0.0,0.0,1.0
1502,Pietarin_esikaupunki,138,0.0,0.0,1.0
1503,Pietarin_esikaupunki,139,1.0,0.0,0.0
1504,Pietarin_esikaupunki,140,3.0,0.0,0.0
1505,Pietarin_esikaupunki,140,0.0,0.0,1.0
1506,Pietarin_esikaupunki,140,0.0,0.0,1.0
1507,Pietarin_esikaupunki,140a,1.0,0.0,0.0
1508,Pietarin_esikaupunki,140a,0.0,0.0,1.0
1509,Pietarin_esikaupunki,140b,1.0,0.0,0.0
1510,Pietarin_esikaupunki,140c,1.0,0.0,0.0
1511,Pietarin_esikaupunki,140c,0.0,0.0,1.0
1512,Pietarin_esikaupunki,140c,0.0,0.0,1.0
1513,Pietarin_esikaupunki,140d,1.0,0.0,0.0
1514,Pietarin_esikaupunki,140d,0.0,0.0,1.0
1515,Pietarin_esikaupunki,140e,1.0,0.0,0.0
1516,Pietarin_esikaupunki,140e,0.0,0.0,1.0
1517,Pietarin_esikaupunki,140e,0.0,0.0,1.0
1518,Pietarin_esikaupunki,140e,0.0,0.0,1.0
1519,Pietarin_esikaupunki,140e,0.0,0.0,1.0
1520,Pietarin_esikaupunki,140e,0.0,0.0,1.0
1521,Pietarin_esikaupunki,140e,0.0,0.0,1.0
1522,Pietarin_esikaupunki,140e,0.0,0.0,1.0
1523,Pietarin_esikaupunki,140f,1.0,0.0,0.0
1524,Pietarin_esikaupunki,140f,0.0,0.0,1.0
1525,Pietarin_esikaupunki,140g,6.0,0.0,0.0
1526,Pietarin_esikaupunki,140g,0.0,0.0,1.0
1527,Pietarin_esikaupunki,141,1.0,0.0,0.0
1528,Pietarin_esikaupunki,142,1.0,0.0,0.0
1529,Pietarin_esikaupunki,143,1.0,0.0,0.0
1530,Pietarin_esikaupunki,144,1.0,0.0,0.0
1531,Pietarin_esikaupunki,144,0.0,0.0,1.0
1532,Pietarin_esikaupunki,"145,146",3.0,0.0,0.0
1533,Pietarin_esikaupunki,"145,146",0.0,0.0,1.0
1534,Pietarin_esikaupunki,"147,148",5.0,0.0,0.0
1535,Pietarin_esikaupunki,"147,148",0.0,0.0,1.0
1536,Pietarin_esikaupunki,"147,148",0.0,0.0,1.0
1537,Pietarin_esikaupunki,"147,148",0.0,0.0,1.0
1538,Pietarin_esikaupunki,"147,148",0.0,0.0,1.0
1539,Pietarin_esikaupunki,"147,148",0.0,0.0,1.0
1540,Pietarin_esikaupunki,"147,148",0.0,0.0,1.0
1541,Pietarin_esikaupunki,"147,148",0.0,0.0,1.0
1542,Pietarin_esikaupunki,149,2.0,0.0,2.0
1543,Pietarin_esikaupunki,149,0.0,0.0,1.0
1544,Pietarin_esikaupunki,150,1.0,0.0,0.0
1545,Pietarin_esikaupunki,150,0.0,0.0,1.0
1546,Pietarin_esikaupunki,150,0.0,0.0,1.0
1547,Pietarin_esikaupunki,151,1.0,0.0,0.0
1548,Pietarin_esikaupunki,151,0.0,1.0,0.0
1549,Pietarin_esikaupunki,152,1.0,0.0,0.0
1550,Pietarin_esikaupunki,153,1.0,0.0,0.0
1551,Pietarin_esikaupunki,153,0.0,0.0,2.0
1552,Pietarin_esikaupunki,154,1.0,1.0,0.0
1553,Pietarin_esikaupunki,154,0.0,0.0,1.0
1554,Pietarin_esikaupunki,"155,156",1.0,0.0,0.0
1555,Pietarin_esikaupunki,157,2.0,0.0,0.0
1556,Pietarin_esikaupunki,157,0.0,0.0,1.0
1557,Pietarin_esikaupunki,157,0.0,0.0,1.0
1558,Pietarin_esikaupunki,157,0.0,0.0,1.0
1559,Pietarin_esikaupunki,157,0.0,0.0,1.0
1560,Pietarin_esikaupunki,157,0.0,0.0,1.0
1561,Pietarin_esikaupunki,157,0.0,0.0,1.0
1562,Pietarin_esikaupunki,158a,1.0,0.0,0.0
1563,Pietarin_esikaupunki,158b,1.0,0.0,0.0
1564,Pietarin_esikaupunki,"159,160,161",2.0,0.0,0.0
1565,Pietarin_esikaupunki,"159,160,161",0.0,2.0,0.0
1566,Pietarin_esikaupunki,"159,160,161",0.0,0.0,1.0
1567,Pietarin_esikaupunki,"159,160,161",0.0,0.0,2.0
1568,Pietarin_esikaupunki,"159,160,161",0.0,0.0,1.0
1569,Pietarin_esikaupunki,"159,160,161",0.0,0.0,1.0
1570,Pietarin_esikaupunki,"159,160,161",0.0,0.0,1.0
1571,Pietarin_esikaupunki,162,1.0,1.0,0.0
1572,Pietarin_esikaupunki,162,0.0,0.0,1.0
1573,Pietarin_esikaupunki,162,0.0,0.0,1.0
1574,Pietarin_esikaupunki,163,1.0,0.0,2.0
1575,Pietarin_esikaupunki,163,0.0,0.0,1.0
1576,Pietarin_esikaupunki,164,1.0,0.0,0.0
1577,Pietarin_esikaupunki,164,0.0,0.0,2.0
1578,Pietarin_esikaupunki,165,1.0,0.0,0.0
1579,Pietarin_esikaupunki,165,0.0,2.0,0.0
1580,Pietarin_esikaupunki,165,0.0,0.0,1.0
1581,Pietarin_esikaupunki,165,0.0,0.0,1.0
1582,Pietarin_esikaupunki,165,0.0,0.0,1.0
1583,Pietarin_esikaupunki,165,0.0,0.0,1.0
1584,Pietarin_esikaupunki,"166,167,168",3.0,3.0,0.0
1585,Pietarin_esikaupunki,"166,167,168",0.0,0.0,1.0
1586,Pietarin_esikaupunki,"166,167,168",0.0,1.0,0.0
1587,Pietarin_esikaupunki,"166,167,168",0.0,0.0,2.0
1588,Pietarin_esikaupunki,"166,167,168",0.0,0.0,1.0
1589,Pietarin_esikaupunki,"166,167,168",0.0,0.0,1.0
1590,Pietarin_esikaupunki,"166,167,168",0.0,0.0,1.0
1591,Pietarin_esikaupunki,"166,167,168",0.0,0.0,1.0
1592,Pietarin_esikaupunki,"166,167,168",0.0,0.0,1.0
1593,Pietarin_esikaupunki,"166,167,168",0.0,0.0,2.0
1594,Pietarin_esikaupunki,"166,167,168",0.0,0.0,2.0
1595,Pietarin_esikaupunki,"166,167,168",0.0,0.0,2.0
1596,Pietarin_esikaupunki,"166,167,168",0.0,0.0,2.0
1597,Pietarin_esikaupunki,"169,170",4.0,25.0,0.0
1598,Pietarin_esikaupunki,"169,170",0.0,0.0,3.0
1599,Pietarin_esikaupunki,"169,170",0.0,0.0,1.0
1600,Pietarin_esikaupunki,"169,170",0.0,0.0,1.0
1601,Pietarin_esikaupunki,"171,172",1.0,0.0,2.0
1602,Pietarin_esikaupunki,173,1.0,0.0,3.0
1603,Pietarin_esikaupunki,173,0.0,0.0,1.0
1604,Pietarin_esikaupunki,174,4.0,0.0,0.0
1605,Pietarin_esikaupunki,174,0.0,0.0,5.0
1606,Pietarin_esikaupunki,174,0.0,0.0,1.0
1607,Pietarin_esikaupunki,175,7.0,0.0,2.0
1608,Pietarin_esikaupunki,175,0.0,0.0,1.0
1609,Pietarin_esikaupunki,175,0.0,0.0,3.0
1610,Pietarin_esikaupunki,175a,0.0,0.0,4.0
1611,Pietarin_esikaupunki,175a,0.0,0.0,2.0
1612,Pietarin_esikaupunki,175a,0.0,0.0,2.0
1613,Pietarin_esikaupunki,175a,0.0,0.0,1.0
1614,Pietarin_esikaupunki,175b,5.0,0.0,0.0
1615,Pietarin_esikaupunki,175b,0.0,13.0,0.0
1616,Pietarin_esikaupunki,175b,0.0,0.0,9.0
1617,Pietarin_esikaupunki,175b,0.0,0.0,3.0
1618,Pietarin_esikaupunki,175b,0.0,0.0,1.0
1619,Pietarin_esikaupunki,175b,0.0,0.0,1.0
1620,Pietarin_esikaupunki,175b,0.0,0.0,1.0
1621,Pietarin_esikaupunki,"176,177",2.0,0.0,0.0
1622,Pietarin_esikaupunki,"176,177",0.0,0.0,2.0
1623,Pietarin_esikaupunki,"176,177",0.0,0.0,1.0
1624,Pietarin_esikaupunki,"176,177",0.0,0.0,1.0
1625,Pietarin_esikaupunki,178,2.0,0.0,1.0
1626,Pietarin_esikaupunki,178,0.0,0.0,2.0
1627,Pietarin_esikaupunki,178,0.0,0.0,2.0
1628,Pietarin_esikaupunki,179,1.0,0.0,1.0
1629,Pietarin_esikaupunki,179,0.0,0.0,1.0
1630,Pietarin_esikaupunki,179,0.0,0.0,1.0
1631,Pietarin_esikaupunki,"180,181",1.0,0.0,4.0
1632,Pietarin_esikaupunki,"180,181",0.0,0.0,1.0
1633,Pietarin_esikaupunki,"180,181",0.0,0.0,1.0
1634,Pietarin_esikaupunki,"180,181",0.0,0.0,1.0
1635,Pietarin_esikaupunki,"180,181",0.0,0.0,1.0
1636,Pietarin_esikaupunki,"180,181",0.0,0.0,1.0
1637,Pietarin_esikaupunki,"180,181",0.0,0.0,1.0
1638,Pietarin_esikaupunki,"180,181",0.0,0.0,1.0
1639,Pietarin_esikaupunki,182,1.0,0.0,0.0
1640,Pietarin_esikaupunki,182,0.0,0.0,2.0
1641,Pietarin_esikaupunki,182,0.0,0.0,1.0
1642,Pietarin_esikaupunki,183,1.0,0.0,0.0
