,district,plot_number,taxpayer_men,taxpayer_women,no_tax_men,no_tax_women,in_russia_men,in_russia_women,total_men,total_women,independent,servants,unemployed,orthodox,other_christian,other_religion,draftable
752,Valli,128,1.0,1.0,2.0,0.0,0.0,0.0,3.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
753,Valli,128,1.0,2.0,0.0,1.0,0.0,0.0,1.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0
754,Valli,128,1.0,1.0,2.0,3.0,0.0,0.0,3.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
755,Valli,128,1.0,2.0,2.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
756,Valli,128,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
757,Valli,128,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
758,Valli,128,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0
759,Valli,128,1.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
760,Valli,129,1.0,3.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
761,Valli,129,1.0,4.0,1.0,3.0,0.0,0.0,2.0,7.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0
762,Valli,129,1.0,3.0,1.0,3.0,0.0,0.0,2.0,6.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0
763,Valli,129,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0
764,Valli,129,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
765,Valli,129,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
766,Valli,129,3.0,2.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0
767,Valli,130,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
768,Valli,130,2.0,1.0,0.0,2.0,0.0,0.0,2.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0
769,Valli,131,0.0,4.0,1.0,0.0,0.0,0.0,1.0,4.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0
770,Valli,131,1.0,2.0,1.0,1.0,0.0,0.0,2.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0
771,Valli,131,0.0,4.0,1.0,0.0,0.0,0.0,1.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
772,Valli,133,1.0,3.0,2.0,0.0,0.0,0.0,3.0,3.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0
773,Valli,133,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
774,Valli,133,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
775,Valli,133,1.0,2.0,0.0,3.0,0.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0
776,Valli,133,2.0,1.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
777,Valli,134,3.0,1.0,5.0,1.0,0.0,0.0,8.0,2.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0
778,Valli,134,1.0,1.0,2.0,2.0,0.0,0.0,3.0,3.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
779,Valli,134,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
780,Valli,134,1.0,3.0,2.0,0.0,0.0,0.0,3.0,3.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
781,Valli,134,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
782,Valli,134,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
783,Valli,136,0.0,0.0,2.0,3.0,0.0,0.0,2.0,3.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0
784,Valli,136,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
785,Valli,136,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
786,Valli,136,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
787,Valli,136,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
788,Valli,136,2.0,2.0,0.0,1.0,0.0,0.0,2.0,3.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0
789,Valli,136,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
790,Valli,136,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
791,Valli,136,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
792,Valli,136,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
793,Valli,136,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
794,Valli,136,1.0,1.0,1.0,1.0,0.0,0.0,2.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0
795,Valli,136,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
796,Valli,136,1.0,2.0,0.0,1.0,0.0,0.0,1.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0
797,Valli,136,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
798,Valli,136,4.0,2.0,1.0,1.0,0.0,0.0,5.0,3.0,4.0,4.0,0.0,0.0,0.0,0.0,1.0
799,Valli,136,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
800,Valli,136,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
801,Valli,136,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
802,Valli,136,1.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
803,Valli,136,1.0,1.0,2.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
804,Valli,136,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
805,Valli,138,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
806,Valli,138,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
807,Valli,138,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
808,Valli,138,1.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
809,Valli,138,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
810,Valli,138,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
811,Valli,138,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
812,Valli_uusi,140,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0
813,Valli_uusi,140,3.0,1.0,3.0,5.0,0.0,0.0,6.0,6.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0
814,Valli_uusi,140,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
815,Valli_uusi,145,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
816,Valli_uusi,149,1.0,3.0,3.0,4.0,0.0,0.0,4.0,7.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0
817,Valli_uusi,149,1.0,4.0,0.0,1.0,0.0,0.0,1.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
818,Valli_uusi,149,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
819,Valli_uusi,150,1.0,4.0,0.0,2.0,0.0,0.0,1.0,6.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0
820,Valli_uusi,150,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
821,Valli_uusi,150,8.0,2.0,1.0,2.0,0.0,0.0,9.0,4.0,4.0,9.0,0.0,0.0,0.0,0.0,0.0
822,Valli_uusi,150,2.0,5.0,1.0,2.0,0.0,0.0,3.0,5.0,7.0,1.0,0.0,7.0,0.0,0.0,0.0
823,Valli_uusi,150,1.0,3.0,0.0,1.0,0.0,0.0,1.0,4.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0
824,Valli_uusi,150,1.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
825,Valli_uusi,150,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
826,Valli_uusi,150,1.0,5.0,2.0,0.0,0.0,0.0,3.0,4.0,6.0,2.0,0.0,6.0,0.0,0.0,0.0
827,Valli_uusi,150,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
828,Valli_uusi,150,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
829,Valli_uusi,150,3.0,3.0,1.0,0.0,0.0,0.0,4.0,3.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0
830,Valli_uusi,150,1.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
831,Valli_uusi,150,1.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
832,Valli_uusi,150,1.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0
833,Valli_uusi,150,2.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
834,Valli_uusi,150,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
835,Valli_uusi,150,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
836,Valli_uusi,150,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
837,Valli_uusi,150,1.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
838,Valli_uusi,150,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
839,Valli_uusi,150,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
840,Valli_uusi,150,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
841,Valli_uusi,150,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
842,Valli_uusi,150,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
843,Valli_uusi,150,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
844,Valli_uusi,150,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
845,Valli_uusi,150,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
846,Valli_uusi,150,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
847,Valli_uusi,151,0.0,2.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
848,Valli_uusi,151,1.0,2.0,2.0,0.0,0.0,0.0,3.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
849,Valli_uusi,151,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
850,Valli_uusi,153,1.0,1.0,2.0,2.0,0.0,0.0,3.0,3.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
851,Valli_uusi,153,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
852,Valli_uusi,153,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
853,Valli_uusi,153,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
854,Valli_uusi,153,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
855,Valli_uusi,153,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
856,Valli_uusi,153,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
857,Valli_uusi,162,2.0,6.0,0.0,0.0,0.0,0.0,2.0,6.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0
858,Valli_uusi,163,7.0,2.0,2.0,1.0,0.0,0.0,9.0,3.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0
859,Valli_uusi,163,1.0,2.0,0.0,2.0,0.0,0.0,1.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0
860,Valli_uusi,163,1.0,2.0,0.0,2.0,0.0,0.0,1.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0
861,Valli_uusi,165,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
862,Valli_uusi,165,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
863,Valli_uusi,165,0.0,2.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
864,Valli_uusi,165,1.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
865,Valli_uusi,165,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
866,Valli_uusi,166,1.0,2.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
867,Valli_uusi,166,2.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
868,Valli_uusi,166,1.0,1.0,1.0,3.0,0.0,0.0,2.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
869,Valli_uusi,166,1.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
870,Valli_uusi,166,0.0,2.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
871,Valli_uusi,166,3.0,2.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
872,Valli_uusi,166,1.0,1.0,3.0,3.0,0.0,0.0,4.0,4.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
873,Valli_uusi,166,1.0,2.0,2.0,4.0,0.0,0.0,3.0,6.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0
874,Valli_uusi,166,1.0,1.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
875,Valli_uusi,167,2.0,6.0,1.0,1.0,0.0,0.0,3.0,7.0,6.0,4.0,0.0,5.0,0.0,0.0,0.0
876,Valli_uusi,168,3.0,2.0,1.0,0.0,0.0,0.0,4.0,2.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0
877,Valli_uusi,176,0.0,2.0,1.0,1.0,0.0,0.0,1.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0
878,Valli_uusi,176,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
879,Valli_uusi,176,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
880,Valli_uusi,178,2.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
881,Valli_uusi,178,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
882,Valli_uusi,178,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
883,Valli_uusi,178,2.0,3.0,0.0,0.0,0.0,0.0,2.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0
884,Valli_uusi,178,1.0,4.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0
885,Valli_uusi,178,1.0,3.0,4.0,0.0,0.0,0.0,5.0,3.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0
886,Valli_uusi,178,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
887,Valli_uusi,178,1.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
888,Valli_uusi,178,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
889,Valli_uusi,178,1.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
890,Valli_uusi,178,1.0,3.0,2.0,2.0,0.0,0.0,3.0,5.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0
891,Valli_uusi,178,2.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0
892,Valli_uusi,178,1.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
893,Valli_uusi,178,0.0,2.0,0.0,3.0,0.0,0.0,0.0,5.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0
894,Valli_uusi,178,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
895,Valli_uusi,178,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
896,Valli_uusi,178,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
897,Valli_uusi,178,3.0,2.0,1.0,0.0,0.0,0.0,4.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0
898,Valli_uusi,178,0.0,2.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
899,Valli_uusi,178,1.0,4.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0
900,Valli_uusi,178,1.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
901,Valli_uusi,178,1.0,3.0,0.0,2.0,0.0,0.0,1.0,5.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0
902,Valli_uusi,178,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
903,Valli_uusi,178,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
904,Valli_uusi,178,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
905,Valli_uusi,178,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
906,Valli_uusi,178,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
907,Valli_uusi,178,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
908,Valli_uusi,178,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
909,Valli_uusi,178,1.0,2.0,2.0,3.0,0.0,0.0,3.0,5.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0
910,Valli_uusi,178,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
911,Valli_uusi,178,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
912,Valli_uusi,178,1.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
913,Valli_uusi,178,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
914,Valli_uusi,178,1.0,2.0,1.0,1.0,0.0,0.0,2.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
915,Valli_uusi,178,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
916,Valli_uusi,178,2.0,1.0,4.0,3.0,0.0,0.0,6.0,4.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0
917,Valli_uusi,178,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
918,Valli_uusi,178,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
919,Valli_uusi,178,1.0,1.0,0.0,3.0,0.0,0.0,1.0,4.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
920,Valli_uusi,178,2.0,6.0,1.0,1.0,0.0,0.0,3.0,7.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0
921,Valli_uusi,178,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
922,Salakkalahti,1,3.0,4.0,0.0,2.0,0.0,0.0,3.0,6.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0
923,Salakkalahti,1,1.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
924,Salakkalahti,1,1.0,3.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
925,Salakkalahti,2,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
926,Salakkalahti,2,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
927,Salakkalahti,2,2.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
928,Salakkalahti,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
929,Salakkalahti,2,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
930,Salakkalahti,2,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
931,Salakkalahti,2,2.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0
932,Salakkalahti,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
933,Salakkalahti,2,1.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
934,Salakkalahti,2,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
935,Salakkalahti,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
936,Salakkalahti,2,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
937,Salakkalahti,2,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
938,Salakkalahti,3,1.0,4.0,1.0,1.0,0.0,0.0,2.0,5.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0
939,Salakkalahti,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
940,Salakkalahti,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
941,Salakkalahti,3,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
942,Salakkalahti,3,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
943,Salakkalahti,4,1.0,4.0,1.0,3.0,0.0,0.0,2.0,7.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0
944,Salakkalahti,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
945,Salakkalahti,4,1.0,4.0,1.0,2.0,0.0,0.0,2.0,6.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0
946,Salakkalahti,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
947,Salakkalahti,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
