,,S
Pantsarlahti,25,-0.00087
Pantsarlahti,27,0.00104
Pantsarlahti,29,-0.00178
Pantsarlahti,32,0.0003
Pantsarlahti,34,0.00118
Pantsarlahti,36,0.00066
Pantsarlahti,38,0.00016
Pantsarlahti,40,0.00099
Pantsarlahti,42,0.00057
Pantsarlahti,43,0.00031
Pantsarlahti,45,0.00146
Pantsarlahti,46,-0.0036
Pantsarlahti,47,0.00142
Pantsarlahti,49,0.00098
Pantsarlahti,50,0.00078
Pantsarlahti,52,0.00139
Pantsarlahti,54,0.00106
Pantsarlahti,57,0.00069
Pantsarlahti,60,-0.00144
Pantsarlahti,63,-0.00071
Pantsarlahti,66,-0.00265
Pantsarlahti,69,0.00028
Pantsarlahti,72,-0.00048
Pantsarlahti,75,-0.00047
Pantsarlahti,78,-0.00087
Pantsarlahti,80,-0.00102
Pantsarlahti,84,-0.00035
Pantsarlahti,86,-0.00097
Pantsarlahti,87,-0.00514
Pantsarlahti,92,-0.00254
Pantsarlahti,94,-0.00109
Pantsarlahti,98,-0.00046
Anina,1,0.00025
Anina,8,0.00191
Anina,9,0.00037
Anina,13,-0.00024
Anina,23,0.00102
Anina,32,0.00122
Anina,34,-0.00138
Anina,38,0.00147
Anina,40,0.00133
Anina,43,-0.00262
Anina,48,-0.00014
Anina,50,0.00125
Anina,53,-0.00456
Anina,56,-0.00117
Anina,59,-0.00237
Anina,62,0.00141
Anina,64,-0.00114
Anina,66,0.00114
Anina,74,0.00118
Anina,76,0.00136
Anina,77,0.00027
Anina,78,0.00043
Anina,79,0.00057
Anina,82,0.00145
Anina,86,-0.00026
Anina,88,0.00095
Anina,89,0.00076
Anina,90,0.00097
Anina,91,0.00093
Anina,93,0.00244
Anina,95,0.00045
Anina,99,-0.00262
Anina,102,0.00158
Anina,103,0.0012
Anina,105,0.00128
Anina,107,-0.00228
Anina,110,0.00125
Anina,113,0.00237
Anina,115,0.00147
Anina,116,0.00011
Anina,119,-0.00112
Anina,120,0.00024
Anina,123,-0.00653
Anina,126,-0.0003
Anina,128,-0.0019
Anina,131,-0.00288
Anina,132,0.00153
Papula,14,0.00067
Papula,15,-0.01013
Papula,16,-0.00129
Papula,17,0.00145
Papula,18,-0.00701
Papula,21,0.00093
Papula,25,-0.00049
Papula,30,0.00296
Papula,32,0.00117
Papula,33,0.0015
Papula,34,-0.00035
Papula,35,0.00077
Papula,36,-0.00465
Papula,41,0.00152
Papula,59,0.0013
Saunalahti,11,0.00573
Pietarin_esikaupunki,15,4e-05
Pietarin_esikaupunki,47,0.00106
Pietarin_esikaupunki,165,-0.00127
Pietarin_esikaupunki,192,-0.00098
