,,S
Viipurin_esikaupunki,60,-0.00056
Viipurin_esikaupunki,67,-0.00037
Viipurin_esikaupunki,72,-0.00033
Viipurin_esikaupunki,80,0.00158
Viipurin_esikaupunki,85,-0.0011
Viipurin_esikaupunki,90,-3e-05
Viipurin_esikaupunki,95,-0.00092
Viipurin_esikaupunki,99,-0.00203
Viipurin_esikaupunki,106,-0.00149
Viipurin_esikaupunki,110,0.0004
Viipurin_esikaupunki,117,-0.00023
Viipurin_esikaupunki,121,0.00134
Viipurin_esikaupunki,129,0.00087
Viipurin_esikaupunki,137,0.00147
Viipurin_esikaupunki,132,0.00109
Salakkalahti,1,-0.00086
Salakkalahti,4,-0.00258
Salakkalahti,5,-0.00033
Salakkalahti,6,-0.0013
Salakkalahti,7,0.00685
Salakkalahti,8,-0.00103
Salakkalahti,9,0.00126
Salakkalahti,10,-0.00033
Salakkalahti,13,-0.00248
Salakkalahti,14,-0.00252
Salakkalahti,16,0.0024
Salakkalahti,17,0.00917
Repola,1,0.0025
Repola,2,-0.00156
Repola,3,-0.00083
Repola,4,-0.00079
Repola,6,0.00091
Repola,8,0.00139
Repola,11,0.00077
Repola,12,-0.00143
Repola,13,-0.00097
Repola,15,-0.00173
Repola,16,-0.00136
Repola,17,-0.0016
Repola,18,-0.00041
Repola,20,0.00082
Repola,23,-0.00305
Repola,24,-0.00223
Repola,30,-0.00275
Repola,31,-0.00133
Repola,26,-0.00053
Repola,27,-5e-05
Repola,32,-0.0013
Repola,34,4e-05
Repola,49,0.00013
Repola,35,-0.00139
Repola,36,-0.00235
Repola,58,-0.00123
Repola,66,0.00039
Repola,68,-0.00075
Repola,77,-0.00209
Repola,78,-4e-05
Repola,88,0.00027
Repola,93,-0.0001
Repola,95,0.00079
Repola,97,-0.00224
Repola,100,-0.00411
Repola,102,-0.00111
Repola,103,0.00028
Repola,104,0.00037
Repola,105,-0.00229
Repola,106,-0.0005
Repola,107,0.00073
Repola,108,0.00106
Pantsarlahti,2,-0.01109
Pantsarlahti,4,-0.00041
Pantsarlahti,7,-0.00199
Pantsarlahti,13,0.00037
Pantsarlahti,15,0.00069
Pantsarlahti,19,0.00368
Pantsarlahti,20,0.0016
Pantsarlahti,21,-0.00219
Pantsarlahti,22,0.00154
Pantsarlahti,23,0.00116
Pantsarlahti,24,0.00129
Pantsarlahti,25,0.00193
Pantsarlahti,27,-0.00331
Pantsarlahti,28,-0.01073
Pantsarlahti,29,-5e-05
Pantsarlahti,30,-0.00105
Pantsarlahti,33,0.00029
Pantsarlahti,34,0.0017
Pantsarlahti,35,0.00146
Pantsarlahti,36,-0.00224
Pantsarlahti,37,0.00052
Pantsarlahti,39,-0.00119
Pantsarlahti,41,-0.0053
Pantsarlahti,42,0.00027
Pantsarlahti,44,0.00177
Pantsarlahti,46,0.00352
Pantsarlahti,47,0.00155
Pantsarlahti,48,0.00206
Pantsarlahti,49,0.00235
Pantsarlahti,50,0.0019
Pantsarlahti,51,0.0013
Pantsarlahti,52,-0.00222
Pantsarlahti,54,-0.0007
Pantsarlahti,56,0.00192
Pantsarlahti,57,-8e-05
Pantsarlahti,59,0.00179
Pantsarlahti,60,0.00208
Pantsarlahti,62,0.00192
Pantsarlahti,65,0.00218
Pantsarlahti,67,0.00128
Pantsarlahti,69,9e-05
Pantsarlahti,70,-0.00106
Pantsarlahti,72,0.00082
Pantsarlahti,74,0.0013
Pantsarlahti,76,0.0016
Pantsarlahti,77,0.00171
Pantsarlahti,79,5e-05
Pantsarlahti,80,-0.00255
Pantsarlahti,84,-0.00053
Pantsarlahti,86,0.00032
Pantsarlahti,87,-0.00364
Pantsarlahti,91,-0.00086
Pantsarlahti,92,0.00143
Pantsarlahti,95,-0.01857
Pantsarlahti,97,0.00196
Pantsarlahti,99,0.00175
Pantsarlahti,100,0.00398
Anina,1,0.00138
Anina,13,-0.00041
Anina,19,-0.00468
Anina,35,0.00102
Anina,37,0.00203
Anina,38,0.00165
Anina,39,0.00206
Anina,41,-0.00091
Anina,44,0.00188
Anina,49,-0.00015
Anina,50,-0.00067
Anina,57,-0.00253
Anina,59,0.00033
Anina,61,-0.0023
Anina,63,0.00176
Anina,64,-0.00157
Anina,65,0.00144
Anina,67,0.00259
Anina,74,0.00136
Anina,75,0.00172
Anina,76,0.00257
Anina,78,0.0016
Anina,85,0.00177
Anina,90,-0.00112
Anina,104,0.00181
Anina,106,0.00065
Anina,108,0.00185
Anina,110,0.0004
Anina,111,0.00039
Anina,112,0.00226
Anina,113,0.00196
Anina,114,0.00198
Anina,116,-0.00704
Anina,117,0.00176
Anina,118,0.00204
Anina,120,0.0016
Anina,123,-0.00132
Anina,124,-0.00186
Anina,126,-0.00085
Anina,128,0.0007
Anina,129,0.00026
Anina,131,0.00046
Papula,16,-0.00161
Papula,17,0.00149
Papula,18,-0.00764
Papula,20,8e-05
Papula,21,0.00323
Papula,22,0.00101
Papula,24,0.00207
Papula,30,0.00328
Papula,32,0.00219
Papula,33,0.00229
Papula,43,0.00173
Papula,55,0.00192
Papula,56,0.00048
Saunalahti,11,-5e-05
Saunalahti,16,-0.00047
Saunalahti,4,0.00572
Pietarin_esikaupunki,7,0.00159
Pietarin_esikaupunki,11,-0.00121
Pietarin_esikaupunki,13,-0.00149
Pietarin_esikaupunki,14,-0.00116
Pietarin_esikaupunki,15,-0.00051
Pietarin_esikaupunki,16,-0.0002
Pietarin_esikaupunki,18,0.00106
Pietarin_esikaupunki,20,0.00119
Pietarin_esikaupunki,31,0.00112
Pietarin_esikaupunki,35,-0.00226
Pietarin_esikaupunki,40,-0.0008
Pietarin_esikaupunki,42,0.00179
Pietarin_esikaupunki,45,0.00311
Pietarin_esikaupunki,50,-0.00129
Pietarin_esikaupunki,52,0.00089
Pietarin_esikaupunki,56,-0.00189
Pietarin_esikaupunki,64,-0.00107
Pietarin_esikaupunki,78,-0.0079
Pietarin_esikaupunki,81,-0.00034
Pietarin_esikaupunki,83,0.00014
Pietarin_esikaupunki,100,-6e-05
Pietarin_esikaupunki,104,-0.00033
Pietarin_esikaupunki,107,-0.00059
Pietarin_esikaupunki,108,-0.00163
Pietarin_esikaupunki,118,-0.00229
Pietarin_esikaupunki,127,-0.00128
Pietarin_esikaupunki,136,-0.00207
Pietarin_esikaupunki,140,0.00228
Pietarin_esikaupunki,147,-0.00047
Pietarin_esikaupunki,149,-0.00061
Pietarin_esikaupunki,152,-0.00096
Pietarin_esikaupunki,157,0.00051
Pietarin_esikaupunki,163,-0.00088
Pietarin_esikaupunki,167,-0.00095
Pietarin_esikaupunki,173,0.00387
Pietarin_esikaupunki,175,0.00059
Pietarin_esikaupunki,178,-0.00094
Pietarin_esikaupunki,192,-0.00238
Pietarin_esikaupunki,194,-0.00027
Pietarin_esikaupunki,197,-0.00014
Pietarin_esikaupunki,208,0.00066
Pietarin_esikaupunki,209,0.00079
Pietarin_esikaupunki,212,0.0
Pietarin_esikaupunki,214,-0.00194
Pietarin_esikaupunki,218,-0.00161
Pietarin_esikaupunki,224,-0.00189
Pietarin_esikaupunki,226,8e-05
Pietarin_esikaupunki,229,-0.00113
Pietarin_esikaupunki,234,-0.00034
Pietarin_esikaupunki,258,0.00021
Pietarin_esikaupunki,260,-0.00163
