,,S
Pietarin_esikaupunki,16,-0.00042
Pietarin_esikaupunki,28,-0.00135
Pietarin_esikaupunki,36,0.00132
Pietarin_esikaupunki,42,-0.00414
Pietarin_esikaupunki,47,0.00466
Pietarin_esikaupunki,64,-0.00223
Pietarin_esikaupunki,82,0.00062
Pietarin_esikaupunki,106,-0.00808
Pietarin_esikaupunki,128,3e-05
Pietarin_esikaupunki,140,-0.00073
Pietarin_esikaupunki,150,-0.0011
Pietarin_esikaupunki,156,0.00059
Pietarin_esikaupunki,163,-0.00183
Pietarin_esikaupunki,173,-0.00158
Pietarin_esikaupunki,175,-0.00112
Pietarin_esikaupunki,192,-0.00278
Pietarin_esikaupunki,196,-0.00256
Pietarin_esikaupunki,226,-0.00062
