,,S
Anina,85,0.00066
Anina,86,7e-05
Anina,89,-0.00061
Anina,90,-1e-05
Anina,91,0.00125
Anina,93,0.00307
Anina,97,0.00174
Anina,103,0.00145
Anina,104,0.00204
Anina,105,0.00177
Anina,109,-0.00699
Anina,113,0.00202
Anina,114,0.00182
Anina,115,-0.00028
Anina,118,0.00071
Anina,123,-0.00985
Anina,126,-0.00238
Anina,130,0.00139
Anina,131,0.0002
Papula,14,0.00217
Papula,15,-0.00033
Papula,16,0.00222
Papula,17,0.0032
Papula,18,-0.00449
Papula,20,-0.00113
Papula,21,0.00201
Papula,26,0.0014
Papula,30,0.00614
Papula,32,0.00175
Papula,33,0.00145
Papula,34,0.00102
Papula,35,0.00678
Papula,36,0.00396
Papula,37,0.00174
Papula,56,0.00129
Saunalahti,16,0.00174
Pietarin_esikaupunki,16,-0.00151
Pietarin_esikaupunki,30,0.00019
Pietarin_esikaupunki,42,0.00323
Pietarin_esikaupunki,46,0.0037
Pietarin_esikaupunki,140,-0.00164
Pietarin_esikaupunki,157,-0.00149
Pietarin_esikaupunki,165,-0.00274
Pietarin_esikaupunki,193,-0.00116
Pietarin_esikaupunki,224,0.00142
Pietarin_esikaupunki,226,0.00076
