,,S
Pantsarlahti,63,-0.00095
Pantsarlahti,66,-0.00194
Pantsarlahti,69,-0.00116
Pantsarlahti,72,-0.00099
Pantsarlahti,75,-0.00054
Pantsarlahti,78,-0.0022
Pantsarlahti,81,-0.00014
Pantsarlahti,82,0.00443
Pantsarlahti,83,-0.00229
Pantsarlahti,86,-0.00033
Pantsarlahti,90,0.00637
Pantsarlahti,93,-0.00197
Pantsarlahti,96,-0.00273
Pantsarlahti,99,3e-05
Anina,1,6e-05
Anina,9,-0.00023
Anina,12,-0.00096
Anina,13,-0.00181
Anina,19,-0.00105
Anina,33,0.00101
Anina,36,0.00128
Anina,38,0.0014
Anina,39,0.00094
Anina,43,-0.00501
Anina,48,-0.00284
Anina,51,0.00018
Anina,56,0.00026
Anina,59,-0.0026
Anina,60,0.00083
Anina,62,0.00157
Anina,64,-0.00301
Anina,74,2e-05
Anina,77,-0.00713
Anina,80,-0.00253
Anina,85,0.00088
Anina,86,0.00135
Anina,89,-0.00304
Anina,90,0.00147
Anina,91,0.00045
Anina,93,-0.0002
Anina,95,0.00116
Anina,101,0.00143
Anina,103,0.00165
Anina,104,0.00028
Anina,106,0.00146
Anina,109,0.0001
Anina,111,-0.00042
Anina,113,0.00045
Anina,114,-0.00136
Anina,115,0.0014
Anina,117,-0.00423
Anina,119,-0.00162
Anina,123,-0.00146
Anina,125,-0.0001
Anina,128,-0.00069
Anina,130,-0.00211
Papula,14,-0.00476
Papula,15,-0.00121
Papula,16,-0.00139
Papula,17,-0.00154
Papula,18,-0.01
Papula,20,-0.00049
Papula,23,0.00171
Papula,26,0.00159
Papula,30,-0.00356
Papula,32,-0.00066
Papula,33,-0.00327
Papula,34,0.00186
Papula,35,0.00351
Papula,36,-0.00445
Papula,41,0.00056
Papula,56,0.00128
Saunalahti,11,-6e-05
Saunalahti,4,0.00011
Pietarin_esikaupunki,16,-0.00125
Pietarin_esikaupunki,27,-0.0011
Pietarin_esikaupunki,32,-0.00091
Pietarin_esikaupunki,42,0.00152
Pietarin_esikaupunki,47,-0.00305
Pietarin_esikaupunki,100,0.00019
Pietarin_esikaupunki,145,0.00111
Pietarin_esikaupunki,157,5e-05
Pietarin_esikaupunki,165,-0.00079
Pietarin_esikaupunki,175,-0.0003
Pietarin_esikaupunki,194,6e-05
Pietarin_esikaupunki,221,-0.0006
