id	district	quarter	plot.number	plot.part	taxpayer.men	taxpayer.women	no.tax.men	no.tax.women	in.russia.men	in.russia.women	total.men	total.women	owner	rent	other	orthodox	other.christian	other.religion	draftee
1	Valli	1	1		1	1	0	0	0	0	1	1	2	0	0	0	0	0	0
2	Valli	1	2		2	3	2	2	0	0	4	5	0	9	0	0	0	0	0
3	Valli	1	2		1	1	1	2	0	0	2	3	5	0	0	0	0	0	0
4	Valli	1	2		3	4	1	0	0	0	4	4	8	0	0	0	0	0	0
5	Valli	1	2		0	0	0	1	0	0	0	1	1	0	0	0	0	0	0
6	Valli	1	3		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	Valli	1	4		1	1	0	0	0	0	1	1	2	0	0	0	0	0	0
8	Valli	1	5		1	0	0	0	0	0	1	0	0	1	0	0	0	0	0
9	Valli	1	5		0	1	0	0	0	0	0	1	1	0	0	0	0	0	0
10	Valli	1	5		1	1	1	1	0	0	3	0	0	5	0	0	0	0	0
11	Valli	1	5		1	1	1	1	0	0	2	0	0	4	0	0	0	0	0
12	Valli	1	6		0	3	0	1	0	0	0	4	3	1	0	0	0	0	0
13	Valli	1	6		0	1	1	0	0	0	1	1	2	0	0	0	2	0	0
14	Valli	1	6		0	1	0	0	0	0	0	1	0	1	0	0	0	0	0
15	Valli	1	6		0	1	0	0	0	0	0	1	0	1	0	0	0	0	0
16	Valli	1	6		1	1	1	0	0	0	2	1	3	0	0	0	0	0	0
17	Valli	1	7		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
18	Valli	1	8		1	0	3	1	0	0	1	4	4	1	0	0	0	0	0
19	Valli	1	8		3	2	1	0	0	0	4	2	6	0	0	0	0	0	1
20	Valli	1	8		2	5	1	1	0	0	3	6	8	1	0	0	0	0	0
21	Valli	1	8		1	5	1	3	0	0	2	7	7	2	0	0	0	0	0
22	Valli	1	8		1	1	1	2	0	0	2	3	0	5	0	0	0	0	0
23	Valli	1	8		0	0	0	1	0	0	0	1	1	0	0	0	0	0	0
24	Valli	1	8		0	1	0	1	0	0	0	2	0	0	2	0	0	0	0
25	Valli	1	9		0	2	0	0	0	0	0	2	1	1	0	0	0	0	0
26	Valli	1	9		0	3	0	0	0	0	0	3	2	1	0	0	0	0	0
27	Valli	1	9		1	1	1	1	0	0	2	2	0	4	0	0	0	0	0
28	Valli	1	9		2	1	0	0	0	0	2	1	3	0	0	0	0	0	0
29	Valli	1	9		1	2	0	0	0	0	1	2	0	0	3	0	0	0	0
30	Valli	1	9		0	1	0	0	0	0	0	1	0	1	0	0	0	0	0
31	Valli	1	9		0	1	0	0	0	0	0	1	0	1	0	0	0	0	0
32	Valli	1	10		8	6	1	1	0	0	9	7	7	9	0	0	0	0	0
33	Valli	1	10		4	1	1	0	0	0	5	1	6	0	0	0	6	0	0
34	Valli	1	10		1	0	0	0	0	0	1	0	1	0	0	0	0	0	0
35	Valli	1	11		1	3	5	3	0	0	6	6	9	3	0	0	0	0	0
36	Valli	1	11		1	2	0	0	0	0	1	2	2	1	0	0	0	0	0
37	Valli	1	11		1	0	0	0	0	0	1	0	0	1	0	0	0	0	0
38	Valli	1	11		1	1	2	2	0	0	3	3	6	0	0	0	0	0	0
39	Valli	1	12		0	7	0	1	0	0	0	8	5	3	0	1	0	0	0
40	Valli	1	12		1	3	1	3	0	0	2	6	6	2	0	0	0	0	0
41	Valli	1	12		1	1	2	0	0	0	3	1	0	0	0	0	0	0	0
42	Valli	1	12		1	1	0	0	0	0	1	1	2	0	0	0	0	0	0
43	Valli	1	12		0	1	0	0	0	0	0	1	1	0	0	0	0	0	0
44	Valli	1	12		0	1	1	0	0	0	1	1	2	0	0	0	0	0	0
45	Valli	1	12		0	1	2	0	0	0	2	1	0	0	3	0	0	0	0
46	Valli	1	12		1	1	1	0	0	0	2	1	3	0	0	0	0	0	0
47	Valli	1	12		1	1	0	0	0	0	1	1	2	0	0	0	0	0	0
48	Valli	1	12		1	1	0	0	0	0	1	1	0	2	0	0	0	0	0
49	Valli	1	12		1	1	0	2	0	0	1	3	0	4	0	0	0	0	0
50	Valli	1	12		0	1	0	0	0	0	0	1	1	0	0	0	0	0	0
51	Valli	1	12		0	1	0	0	0	0	0	1	0	0	1	0	0	0	0
52	Valli	1	14		0	2	1	1	0	0	1	3	3	1	0	0	0	0	0
53	Valli	1	14		1	3	0	0	0	0	1	3	4	0	0	0	0	0	0
54	Valli	1	15		1	1	1	1	0	0	2	2	4	0	0	0	0	0	0
55	Valli	1	15		0	3	7	0	0	0	1	3	3	2	0	0	0	0	0
56	Valli	1	15		2	1	3	0	0	0	5	1	5	1	0	0	0	0	0
57	Valli	1	16		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
58	Valli	1	17		1	8	1	2	0	0	2	10	3	9	0	0	0	0	0
59	Valli	1	17		1	1	3	1	0	0	0	5	2	0	6	0	0	0	0
60	Valli	1	17		1	2	0	0	0	0	1	2	2	1	0	0	0	0	0
61	Valli	1	17		2	7	5	2	0	0	7	9	7	9	0	0	0	0	0
62	Valli	1	17		1	1	0	0	0	0	1	1	0	2	0	0	0	0	0
63	Valli	1	17		1	2	2	1	0	0	3	3	0	6	0	0	0	0	0
64	Valli	1	17		1	0	0	0	0	0	1	0	0	1	0	0	0	0	0
65	Valli	1	17		1	0	0	0	0	0	1	0	0	1	0	0	0	0	0
66	Valli	1	17		1	1	1	0	0	0	2	1	0	3	0	0	0	0	0
67	Valli	1	17		1	1	0	0	0	0	1	1	0	0	2	0	0	0	0
68	Valli	1	17		1	1	0	1	0	0	1	2	0	0	3	0	0	0	0
69	Valli	1	17		1	0	0	0	0	0	1	0	0	1	0	0	0	0	0
70	Valli	1	17		1	0	0	0	0	0	1	0	0	0	1	0	0	0	0
71	Valli	1	19		2	5	2	0	0	0	0	5	5	5	0	5	0	5	0
72	Valli	1	19		1	3	1	1	0	0	2	0	5	6	0	0	5	0	0
73	Valli	1	19		1	0	0	0	0	0	1	0	0	0	1	1	0	0	0
74	Valli	1	19		1	4	3	0	0	0	0	5	0	5	5	3	0	1	0
75	Valli	1	19		2	2	0	0	0	0	2	2	3	1	0	0	0	0	0
76	Valli	1	19		3	1	2	3	0	0	5	0	5	6	3	0	0	0	0
77	Valli	1	19		1	0	0	0	0	0	1	0	0	0	1	1	0	0	0
78	Valli	1	20		2	2	1	0	0	0	3	2	0	5	1	0	0	0	0
79	Valli	1	20		1	2	1	1	0	0	2	3	5	0	0	0	0	0	0
80	Valli	1	20		2	1	2	1	0	0	4	2	4	2	0	0	0	0	0
81	Valli	1	20		1	0	0	0	0	0	1	0	0	1	0	0	0	0	0
82	Valli	1	20		1	0	0	0	0	0	1	0	0	1	0	0	0	0	0
83	Valli	1	20		1	0	0	0	0	0	1	0	0	1	0	0	0	0	0
84	Valli	1	20		1	0	0	0	0	0	1	0	0	1	0	0	0	0	0
85	Valli	1	20		1	1	2	0	0	0	3	1	0	4	0	0	0	0	0
86	Valli	1	20		1	0	0	0	0	0	1	0	0	1	0	0	0	0	0
87	Valli	1	20		1	0	0	0	0	0	1	0	0	1	0	0	0	0	0
88	Valli	1	20		1	0	0	0	0	0	1	0	0	1	0	0	0	0	0
89	Valli	1	20		1	0	0	0	0	0	1	0	0	1	0	0	0	0	0
90	Valli	1	20		1	0	0	0	0	0	1	0	0	1	0	0	0	0	0
91	Valli	1	20		1	1	0	0	0	0	1	1	2	0	0	0	0	0	0
92	Valli	1	20		1	0	0	1	0	0	1	1	0	0	2	0	0	0	0
93	Valli	1	20		1	0	0	0	0	0	1	0	0	0	1	0	0	0	0
94	Valli	1	20		1	1	2	0	0	0	3	1	0	0	1	0	0	0	0
95	Valli	1	21		4	8	4	5	0	0	8	13	8	13	0	0	0	0	0
96	Valli	1	21		1	0	0	0	0	0	1	0	1	0	0	0	0	0	0
97	Valli	1	21		1	3	0	0	0	0	1	3	0	4	0	0	0	0	0
98	Valli	1	21		0	1	0	0	0	0	0	1	0	0	1	0	0	0	0
99	Valli	1	23		1	9	4	4	0	0	5	13	10	8	0	0	0	0	0
100	Valli	1	23		1	2	0	0	0	0	1	2	0	3	0	0	0	0	0
101	Valli	1	24		3	3	0	0	0	0	3	3	3	3	0	2	0	0	2
102	Valli	1	24		1	0	0	0	0	0	1	0	1	0	0	1	0	0	0
103	Valli	1	24		0	1	0	0	0	0	0	1	1	0	0	1	0	0	0
104	Valli	1	24		0	0	0	1	0	0	0	1	0	0	1	1	0	0	0
105	Valli	1	24		4	2	1	1	0	0	5	3	8	0	0	8	0	0	0
106	Valli	1	24		1	0	0	0	0	0	1	0	1	0	0	1	0	0	0
107	Valli	1	24		1	1	1	0	0	0	2	1	3	0	0	3	0	0	0
108	Valli	1	24		3	1	0	2	0	0	3	3	6	0	0	6	0	0	0
109	Valli	1	24		1	3	1	0	0	0	2	3	3	2	0	0	0	0	0
110	Valli	1	24		2	3	0	0	0	0	2	3	5	0	0	0	0	0	0
111	Valli	1	24		0	2	0	0	0	0	0	2	0	0	2	0	0	0	0
112	Valli	1	24		1	0	0	0	0	0	1	0	0	0	1	0	0	0	0
113	Valli	1	25		0	3	2	0	0	0	2	3	5	0	0	5	0	0	0
114	Valli	1	25		1	3	0	1	0	0	1	4	3	0	0	0	0	0	0
115	Valli	1	25		2	1	1	1	0	0	3	2	5	0	0	0	0	0	0
116	Valli	1	25		1	0	0	0	0	0	1	0	0	1	0	0	0	0	0
117	Valli	1	25		1	0	0	0	0	0	1	0	0	0	1	0	0	0	0
118	Valli	1	26		4	4	0	0	0	0	4	4	4	4	0	4	0	0	0
119	Valli	1	26		0	1	0	1	0	0	0	2	2	0	0	0	0	0	0
120	Valli	1	26		0	2	0	1	0	0	0	3	2	1	0	0	0	0	0
121	Valli	1	26		2	2	0	0	0	0	2	2	3	1	0	3	0	0	0
122	Valli	1	26		1	1	2	0	0	0	3	1	0	4	0	0	0	0	0
123	Valli	1	27		2	1	1	0	0	0	3	1	0	4	0	0	0	0	0
124	Valli	1	28		1	2	0	0	0	0	1	2	2	1	0	0	0	0	0
125	Valli	1	28		1	0	0	0	0	0	1	0	1	0	0	0	0	0	0
126	Valli	1	28		2	3	0	0	0	0	2	3	3	2	0	1	0	0	1
127	Valli	1	28		3	0	1	0	0	0	4	0	1	3	0	0	0	0	0
128	Valli	1	28		3	1	0	0	0	0	3	1	2	2	0	1	0	0	1
129	Valli	1	28		0	1	0	0	0	0	0	1	1	0	0	1	0	0	0
130	Valli	1	28		1	0	0	0	0	0	1	0	0	1	0	0	0	0	0
131	Valli	1	28		1	0	0	0	0	0	1	0	0	1	0	0	0	0	0
132	Valli	1	28		1	0	0	0	0	0	1	0	0	1	0	0	0	0	0
133	Valli	1	28		1	0	0	0	0	0	1	0	0	0	1	0	0	0	0
134	Valli	1	28		1	1	0	0	0	0	1	1	0	2	0	0	0	0	0
135	Valli	1	29		4	4	0	0	0	0	4	4	2	6	0	0	0	0	0
136	Valli	1	29		1	4	1	3	0	0	2	7	6	3	0	0	0	0	0
137	Valli	1	29		1	2	0	3	0	0	1	5	5	1	0	0	0	0	0
138	Valli	1	29		2	1	1	1	0	0	3	2	4	1	0	0	0	0	0
139	Valli	1	29		1	1	1	0	0	0	2	1	0	0	3	0	0	0	0
140	Valli	1	31		1	0	0	0	0	0	1	0	1	0	0	0	0	0	0
141	Valli	1	31		0	2	0	0	0	0	0	2	0	0	2	0	0	0	0
142	Valli	1	31		0	1	0	0	0	0	0	1	0	0	1	0	0	0	0
143	Valli	1	33		1	3	3	0	0	0	4	3	6	1	0	1	1	0	0
144	Valli	1	33		1	3	0	3	0	0	1	6	5	2	0	5	0	0	0
145	Valli	1	34		1	5	3	1	0	0	4	6	6	4	0	6	0	0	0
146	Valli	1	34		2	3	0	1	0	0	2	4	3	3	0	4	0	0	0
147	Valli	1	34		1	2	2	0	0	0	3	2	4	1	0	4	0	0	0
148	Valli	1	34		2	0	0	0	0	0	2	0	1	1	0	0	0	0	0
149	Valli	1	34		1	2	2	0	0	0	3	2	4	1	0	0	1	0	0
150	Valli	1	34		1	3	0	0	0	0	1	3	2	2	0	1	0	0	0
151	Valli	1	34		0	3	0	0	0	0	0	3	0	3	0	0	0	0	0
152	Valli	1	34		1	1	0	0	0	0	1	1	2	0	0	0	0	0	0
153	Valli	1	34		0	1	0	0	0	0	0	1	0	1	0	0	0	0	0
154	Valli	1	34		0	1	0	0	0	0	0	1	0	1	0	0	0	0	0
155	Valli	1	35		1	0	0	0	0	0	1	0	1	0	0	0	0	0	0
156	Valli	1	35		1	0	0	0	0	0	1	0	1	0	0	0	0	0	0
157	Valli	1	35		0	2	0	0	0	0	0	2	1	1	0	0	0	0	0
158	Valli	1	35		1	2	0	0	0	0	1	2	3	0	0	2	0	0	0
159	Valli	1	35		2	2	0	0	0	0	2	2	3	1	0	0	0	0	0
160	Valli	1	35		1	0	0	0	0	0	1	0	0	1	0	0	0	0	0
161	Valli	1	35		2	0	0	0	0	0	2	0	1	1	0	0	0	0	0
162	Valli	1	35		2	2	0	0	0	0	2	2	3	1	0	0	0	0	0
163	Valli	1	35		1	0	0	0	0	0	1	0	0	1	0	0	0	0	0
164	Valli	1	35		1	0	0	0	0	0	1	0	0	1	0	0	0	0	0
165	Valli	1	35		2	2	1	0	0	0	3	2	4	1	0	0	0	0	1
166	Valli	1	35		1	1	0	1	0	0	1	2	0	0	3	0	0	0	0
167	Valli	1	36		2	3	0	2	0	0	2	5	5	2	0	1	0	0	0
168	Valli	1	36		1	3	2	0	0	0	3	3	5	1	0	0	0	0	0
169	Valli	1	36		1	1	0	1	0	0	1	2	3	0	0	0	0	0	0
170	Valli	1	36		1	1	0	0	0	0	1	1	0	2	0	0	0	0	0
171	Valli	1	37		4	5	0	0	0	0	4	5	2	7	0	0	0	0	0
172	Valli	1	37		0	2	0	0	0	0	0	2	2	0	0	0	0	0	0
173	Valli	1	37		1	1	0	0	0	0	1	1	0	0	2	0	0	0	0
174	Valli	1	38		1	4	2	3	0	0	3	7	7	3	0	0	0	0	0
175	Valli	1	38		2	2	0	1	0	0	2	3	5	0	0	0	0	0	0
176	Valli	1	38		0	4	0	0	0	0	0	4	1	3	0	0	0	0	0
177	Valli	1	38		1	1	0	0	0	0	1	1	2	0	0	0	0	0	0
178	Valli	1	38		1	3	2	2	0	0	3	5	6	2	0	0	0	0	0
179	Valli	1	38		1	1	0	0	0	0	1	1	2	0	0	0	0	0	1
180	Valli	1	38		1	1	0	1	0	0	1	2	3	0	0	0	0	0	0
181	Valli	1	38		1	1	0	2	0	0	1	3	0	4	0	0	0	0	0
182	Valli	1	38		1	0	0	0	0	0	1	0	0	1	0	0	0	0	0
183	Valli	1	39		5	13	5	3	0	0	10	16	19	7	0	19	0	0	0
184	Valli	1	39		1	2	0	0	0	0	1	2	2	1	0	0	0	0	0
185	Valli	1	39		1	0	0	0	0	0	1	0	1	0	0	0	0	0	0
186	Valli	1	39		3	1	0	1	0	0	3	2	1	4	0	0	0	0	1
187	Valli	1	39		1	0	0	0	0	0	1	0	1	0	0	0	0	0	0
188	Valli	1	39		2	3	6	2	0	0	8	5	8	5	0	0	0	0	0
189	Valli	1	39		0	1	0	0	0	0	0	1	0	1	0	0	0	0	0
190	Valli	1	39		1	0	0	0	0	0	1	0	0	1	0	0	0	0	0
191	Valli	1	39		1	0	0	0	0	0	1	0	0	1	0	0	0	0	0
192	Valli	1	39		1	0	0	0	0	0	1	0	0	1	0	0	0	0	0
193	Valli	1	39		1	1	3	2	0	0	4	3	7	0	0	6	0	0	0
194	Valli	1	39		0	1	1	0	0	0	1	1	0	2	0	0	0	0	0
195	Valli	1	40		1	5	0	0	0	0	1	5	2	4	0	2	0	0	0
196	Valli	1	40		2	2	0	0	0	0	2	2	3	1	0	0	0	0	0
197	Valli	1	40		1	1	0	0	0	0	1	1	0	0	2	0	0	0	0
198	Valli	1	40		0	0	2	2	0	0	2	2	0	0	4	0	0	0	0
199	Valli	1	41		2	3	0	0	0	0	2	3	4	1	0	0	0	0	1
200	Valli	1	41		1	0	0	0	0	0	1	0	1	0	0	0	0	0	0
201	Valli	1	41		1	1	3	0	0	0	4	1	4	1	0	0	0	0	0
202	Valli	1	41		3	1	0	0	0	0	3	1	2	2	0	0	0	0	0
203	Valli	1	42		2	5	2	3	0	0	4	8	7	5	0	0	0	0	0
204	Valli	1	44		2	3	1	1	0	0	3	4	6	1	0	5	0	0	0
205	Valli	1	44		1	2	0	0	0	0	1	2	3	0	0	0	0	0	0
206	Valli	1	45		2	0	0	0	0	0	2	0	1	1	0	0	0	0	0
207	Valli	1	45		0	2	0	0	0	0	0	2	0	2	0	0	0	0	0
208	Valli	1	45		1	0	0	0	0	0	1	0	1	0	0	0	0	0	0
209	Valli	1	45		0	3	0	0	0	0	0	3	2	1	0	0	0	0	0
210	Valli	1	45		0	1	1	1	0	0	1	2	0	0	3	0	0	0	0
211	Valli	1	45		1	1	0	2	0	0	1	3	0	4	0	0	0	0	0
212	Valli	1	45		1	0	0	0	0	0	1	0	0	0	1	0	0	0	0
213	Valli	1	45		0	2	0	1	0	0	0	3	0	0	3	0	0	0	0
214	Valli	1	45		0	1	0	0	0	0	0	1	0	0	1	0	0	0	0
215	Valli	1	45		1	1	2	1	0	0	3	2	0	0	5	0	0	0	0
216	Valli	1	46		1	3	1	0	0	0	2	3	3	2	0	0	0	0	0
217	Valli	1	46		1	0	0	0	0	0	1	0	1	0	0	0	0	0	0
218	Valli	1	46		0	1	0	0	0	0	0	1	0	1	0	0	0	0	0
219	Valli	1	46		1	4	4	1	0	0	5	5	7	3	0	0	0	0	0
220	Valli	1	46		1	0	0	0	0	0	1	0	1	0	0	0	0	0	0
221	Valli	1	46		1	1	0	0	0	0	1	1	2	0	0	0	0	0	0
222	Valli	1	47		0	2	0	0	0	0	0	2	0	2	0	0	0	0	0
223	Valli	1	47		0	1	0	0	0	0	0	1	0	1	0	0	0	0	0
224	Valli	1	47		1	1	2	0	0	0	3	1	0	0	4	0	0	0	0
225	Valli	1	49		1	1	1	1	0	0	3	2	0	0	4	0	0	0	0
226	Valli	1	49		2	1	1	0	0	0	3	1	3	1	0	0	0	0	0
227	Valli	1	49		0	1	0	0	0	0	0	1	0	1	0	0	0	0	0
228	Valli	1	50		0	1	0	0	0	0	0	1	0	1	0	0	0	0	0
229	Valli	1	50		0	1	0	0	0	0	0	1	0	1	0	0	0	0	0
230	Valli	1	50		0	1	0	0	0	0	0	1	0	1	0	0	0	0	0
231	Valli	1	50		0	2	0	0	0	0	0	2	0	2	0	0	0	0	0
232	Valli	1	50		0	1	0	0	0	0	0	1	0	1	0	0	0	0	0
233	Valli	1	50		1	0	0	0	0	0	1	0	0	0	1	0	0	0	0
234	Valli	1	50		2	0	0	0	0	0	2	0	0	0	2	0	0	0	0
235	Valli	1	50		1	1	1	0	0	0	2	1	3	0	0	3	0	0	0
236	Valli	1	50		1	0	0	0	0	0	1	0	0	0	1	0	0	0	0
237	Valli	1	50		0	1	0	0	0	0	0	1	0	1	0	0	0	0	0
238	Valli	1	51		1	4	0	0	0	0	1	4	3	2	0	0	0	0	0
239	Valli	1	51		1	3	0	0	0	0	1	5	0	6	0	0	0	0	0
240	Valli	1	51		1	1	0	0	0	0	2	1	3	0	0	0	0	0	0
241	Valli	1	52		2	9	4	3	0	0	6	12	9	9	0	1	0	0	0
242	Valli	1	52		1	1	3	1	0	0	4	2	0	6	0	0	0	0	0
243	Valli	1	52		1	7	2	0	0	0	3	7	7	3	0	0	0	0	0
244	Valli	1	52		1	3	0	0	0	0	1	3	2	2	0	0	0	0	0
245	Valli	1	52		1	3	3	1	0	0	4	4	6	2	0	0	0	0	0
246	Valli	1	52		1	0	0	0	0	0	1	0	1	0	0	0	0	0	0
247	Valli	1	52		3	3	0	0	0	0	3	3	3	3	0	0	0	0	0
248	Valli	1	52		1	1	4	1	0	0	5	2	0	7	0	0	0	0	0
249	Valli	1	52		1	1	0	0	0	0	1	1	0	2	0	0	0	0	0
250	Valli	1	52		1	1	0	0	0	0	1	1	2	0	0	0	0	0	0
251	Valli	2	53		2	2	2	0	0	0	4	2	6	0	0	0	0	0	1
252	Valli	2	53		4	3	0	0	0	0	4	3	2	5	0	0	0	0	0
253	Valli	2	53		0	1	0	0	0	0	0	1	0	1	0	0	0	0	0
254	Valli	2	54		1	3	1	4	0	0	2	7	9	0	0	0	0	0	0
255	Valli	2	54		0	2	0	2	0	0	0	4	3	1	0	0	0	0	0
256	Valli	2	54		1	1	2	1	0	0	3	2	0	0	5	0	0	0	0
257	Valli	2	55		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
258	Valli	2	56		3	6	0	0	0	0	3	6	4	5	0	0	0	0	0
259	Valli	2	56		1	0	0	0	0	0	1	0	1	0	0	0	0	0	0
260	Valli	2	57		4	2	1	1	0	0	5	3	2	6	0	0	0	0	1
261	Valli	2	57		1	4	2	1	0	0	3	5	5	3	0	0	0	0	0
262	Valli	2	57		1	0	0	0	0	0	1	0	1	0	0	0	0	0	0
263	Valli	2	57		1	2	1	0	0	0	2	2	4	0	0	0	0	0	0
264	Valli	2	58		1	2	0	1	0	0	1	3	3	1	0	0	0	0	0
265	Valli	2	58		1	1	0	0	0	0	1	1	1	1	0	0	0	0	0
266	Valli	2	58		1	0	0	0	0	0	1	0	1	0	0	0	0	0	0
267	Valli	2	58		1	1	1	3	0	0	2	4	6	0	0	0	0	0	0
268	Valli	2	59		1	2	0	1	0	0	1	3	3	1	0	3	0	0	0
269	Valli	2	59		0	3	0	0	0	0	0	3	2	1	0	0	0	0	0
270	Valli	2	59		2	4	0	6	0	0	2	10	8	4	0	0	0	0	0
271	Valli	2	59		1	2	2	1	0	0	3	3	4	2	0	0	0	0	0
272	Valli	2	59		0	2	0	0	0	0	0	2	1	1	0	0	0	0	0
273	Valli	2	59		1	2	0	0	0	0	1	2	0	0	3	0	0	0	0
274	Valli	2	59		0	2	0	0	0	0	0	2	2	0	0	0	0	0	0
275	Valli	2	60		3	6	0	0	0	0	3	6	3	6	0	3	0	0	0
276	Valli	2	60		3	2	0	0	0	0	3	2	2	3	0	0	0	0	1
277	Valli	2	60		1	1	0	2	0	0	1	3	3	1	0	0	0	0	0
278	Valli	2	60		0	1	0	0	0	0	0	1	1	0	0	0	0	0	0
279	Valli	2	61		2	6	1	3	0	0	3	9	8	4	0	0	0	0	0
280	Valli	2	61		1	3	0	0	0	0	1	3	2	2	0	0	0	0	0
281	Valli	2	61		1	0	0	0	0	0	1	0	1	0	0	0	0	0	0
282	Valli	2	61		1	2	0	1	0	0	1	3	3	1	0	0	0	0	0
283	Valli	2	61		2	3	0	1	0	0	2	4	5	1	0	0	0	0	0
284	Valli	2	61		0	3	0	0	0	0	0	3	3	0	0	0	0	0	0
285	Valli	2	61		4	3	1	1	0	0	5	4	3	6	0	0	0	0	0
286	Valli	2	61		2	1	2	1	0	0	4	2	5	1	0	0	0	0	0
287	Valli	2	61		1	0	0	0	0	0	1	0	0	0	1	0	0	0	0
288	Valli	2	63		0	0	0	1	0	0	0	1	1	0	0	1	0	0	0
289	Valli	2	63		1	5	3	1	0	0	4	6	7	3	0	8	0	0	0
290	Valli	2	63		2	1	0	0	0	0	2	1	1	2	0	2	0	0	0
291	Valli	2	63		1	1	1	0	0	0	2	1	3	0	0	2	0	0	0
292	Valli	2	63		3	1	0	0	0	0	3	1	1	3	0	0	0	0	0
293	Valli	2	63		1	4	3	1	0	0	4	5	7	2	0	0	0	0	0
294	Valli	2	63		1	0	0	0	0	0	1	0	1	0	0	0	0	0	0
295	Valli	2	64		2	3	0	1	0	0	2	4	4	2	0	4	0	0	0
296	Valli	2	64		6	1	1	0	0	0	7	1	4	4	0	0	0	0	1
297	Valli	2	65		1	1	0	1	0	0	1	2	3	0	0	0	0	0	0
298	Valli	2	65		1	1	0	2	0	0	1	3	4	0	0	0	0	0	0
299	Valli	2	65		1	1	0	0	0	0	1	1	0	0	2	0	0	0	0
300	Valli	2	66		5	5	5	0	0	0	10	5	6	9	0	8	0	0	0
301	Valli	2	66		1	0	0	0	0	0	1	0	0	1	0	0	0	0	0
302	Valli	2	67		2	2	0	1	0	0	2	3	3	2	0	0	0	0	0
303	Valli	2	67		3	4	2	3	0	0	5	7	7	5	0	9	0	0	0
304	Valli	2	67		4	2	3	3	0	0	7	5	7	5	0	0	0	0	0
305	Valli	2	67		1	1	1	0	0	0	2	1	0	3	0	0	0	0	0
306	Valli	2	67		2	1	0	2	0	0	2	3	4	1	0	1	0	0	0
307	Valli	2	67		1	0	0	0	0	0	1	0	0	0	1	0	0	0	0
308	Valli	2	67		1	1	2	1	0	0	3	2	5	0	0	0	0	0	0
309	Valli	2	68		2	1	0	0	0	0	2	1	3	0	0	0	0	0	1
310	Valli	2	68		4	1	0	0	0	0	4	1	1	4	0	0	0	0	1
311	Valli	2	68		2	1	1	1	0	0	3	2	3	2	0	0	0	0	0
312	Valli	2	68		3	1	2	0	0	0	5	1	4	2	0	0	0	0	0
313	Valli	2	68		1	1	0	1	0	0	1	2	3	0	0	0	0	0	0
314	Valli	2	68		1	0	0	0	0	0	1	0	1	0	0	0	0	0	0
315	Valli	2	68		1	1	1	1	0	0	2	2	4	0	0	4	0	0	0
316	Valli	2	68		2	1	0	0	0	0	2	1	0	0	3	0	0	0	0
317	Valli	2	69		1	1	1	0	0	0	2	1	1	2	0	1	0	0	0
318	Valli	2	69		2	2	1	0	0	0	3	2	4	1	0	0	0	0	0
319	Valli	2	70		0	3	1	0	0	0	1	3	3	1	0	0	0	0	0
320	Valli	2	70		0	2	0	0	0	0	0	2	1	1	0	0	0	0	0
321	Valli	2	70		1	0	0	0	0	0	1	0	1	0	0	0	0	0	0
322	Valli	2	70		1	1	0	0	0	0	1	1	2	0	0	0	0	0	0
323	Valli	2	70		0	1	0	0	0	0	0	1	1	0	0	0	0	0	0
324	Valli	2	70		1	0	0	0	0	0	1	0	0	0	1	0	0	0	0
325	Valli	2	70		1	3	2	1	0	0	3	4	7	0	0	0	0	0	0
326	Valli	2	70		0	2	0	0	0	0	0	2	0	0	0	0	0	0	0
327	Valli	2	70		2	1	0	0	0	0	2	1	2	1	0	0	0	0	0
328	Valli	2	70		1	1	0	1	0	0	1	2	3	0	0	0	0	0	0
329	Valli	2	71		1	1	0	0	0	0	1	1	1	1	0	1	0	0	0
330	Valli	2	71		3	1	0	0	0	0	2	1	1	3	0	0	0	0	0
331	Valli	2	71		1	2	0	0	0	0	1	2	3	0	0	0	0	0	0
332	Valli	2	71		1	1	1	0	0	0	2	1	3	0	0	0	0	0	0
333	Valli	2	71		0	1	1	1	0	0	1	2	0	0	3	0	0	0	0
334	Valli	2	71		1	1	0	0	0	0	1	1	0	0	2	0	0	0	0
335	Valli	2	72		1	3	0	1	0	0	1	4	0	5	0	0	0	0	0
336	Valli	2	72		1	1	1	1	0	0	2	2	0	4	0	0	0	0	0
337	Valli	2	72		0	1	0	0	0	0	0	1	0	1	0	0	0	0	0
338	Valli	2	72		1	1	1	0	0	0	2	1	3	0	0	0	0	0	0
339	Valli	2	73		3	6	1	4	0	0	4	10	9	5	0	0	0	0	0
340	Valli	2	73		1	2	0	0	0	0	1	2	2	1	0	0	0	0	0
341	Valli	2	73		1	0	0	0	0	0	1	0	1	0	0	0	0	0	0
342	Valli	2	73		0	1	0	0	0	0	0	1	0	1	0	0	0	0	0
343	Valli	2	73		2	1	0	0	0	0	2	1	2	1	0	0	0	0	0
344	Valli	2	74		1	2	0	0	0	0	1	2	2	1	0	0	0	0	0
345	Valli	2	74		1	0	0	0	0	0	1	0	1	0	0	0	0	0	0
346	Valli	2	74		1	1	0	0	0	0	1	1	0	0	2	0	0	0	0
