id,district,plot.number,plot.part,taxpayer.men,taxpayer.women,no.tax.men,no.tax.women,in.russia.men,in.russia.women,total.men,total.women,owner,rent,other,orthodox,other.christian,other.religion,draftee
729,1,126,,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
730,1,126,,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
731,1,126,,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
732,1,126,,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
733,1,126,,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
734,1,126,,1,1,0,2,0,0,1,3,2,0,2,0,0,0,0
735,1,127,,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
736,1,127,,0,2,0,0,0,0,0,2,0,2,0,0,0,0,0
737,1,127,,1,4,1,1,0,0,2,5,4,3,0,4,0,0,0
738,1,127,,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0
739,1,127,,1,2,1,1,0,0,2,3,4,1,0,0,0,0,0
740,1,127,,1,1,0,1,0,0,1,2,2,1,0,0,0,0,0
741,1,127,,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
742,1,127,,1,1,0,0,0,0,1,1,2,0,0,0,0,0,0
743,1,127,,1,2,0,0,0,0,1,2,2,1,0,0,0,0,0
744,1,127,,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
745,1,127,,2,1,0,1,0,0,2,2,3,1,0,0,0,0,0
746,1,127,,1,2,1,1,0,0,2,3,4,1,0,0,0,0,0
747,1,127,,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
748,1,127,,4,2,0,0,0,0,4,2,6,0,0,0,0,0,0
749,1,127,,0,2,1,1,0,0,1,3,4,0,0,0,0,0,0
750,1,128,,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0
751,1,128,,1,1,2,2,0,0,3,3,6,0,0,0,0,0,0
752,1,128,,2,1,1,2,0,0,3,3,6,0,0,0,0,0,0
753,1,128,,1,1,2,0,0,0,3,1,4,0,0,0,0,0,0
754,1,128,,1,2,0,1,0,0,1,3,3,1,0,0,0,0,0
755,1,128,,1,1,2,3,0,0,3,4,7,0,0,0,0,0,0
756,1,128,,1,2,2,0,0,0,3,2,0,0,5,0,0,0,0
757,1,128,,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
758,1,128,,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
759,1,128,,0,4,0,0,0,0,0,4,3,1,0,0,0,0,0
760,1,128,,1,0,1,1,0,0,2,1,0,0,3,0,0,0,0
761,1,129,,1,3,0,0,0,0,1,3,2,2,0,0,0,0,0
762,1,129,,1,4,1,3,0,0,2,7,8,1,0,0,0,0,0
763,1,129,,1,3,1,3,0,0,2,6,6,2,0,0,0,0,0
764,1,129,,1,1,0,0,0,0,1,1,0,0,2,0,0,0,1
765,1,129,,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
766,1,129,,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
767,1,129,,3,2,0,0,0,0,3,2,3,2,0,0,0,0,1
768,1,130,,1,1,0,0,0,0,1,1,2,0,0,0,0,0,0
769,1,130,,2,1,0,2,0,0,2,3,4,1,0,0,0,0,0
770,1,131,,0,4,1,0,0,0,1,4,2,3,0,0,0,0,0
771,1,131,,1,2,1,1,0,0,2,3,3,2,0,0,0,0,0
772,1,131,,0,4,1,0,0,0,1,4,5,0,0,0,0,0,0
773,1,133,,1,3,2,0,0,0,3,3,5,1,0,0,0,0,0
774,1,133,,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
775,1,133,,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
776,1,133,,1,2,0,3,0,0,1,5,5,1,0,0,0,0,0
777,1,133,,2,1,0,1,0,0,2,2,0,0,4,0,0,0,0
778,1,134,,3,1,5,1,0,0,8,2,7,3,0,0,0,0,0
779,1,134,,1,1,2,2,0,0,3,3,0,6,0,0,0,0,0
780,1,134,,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
781,1,134,,1,3,2,0,0,0,3,3,0,6,0,0,0,0,0
782,1,134,,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
783,1,134,,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
784,1,136,,0,0,2,3,0,0,2,3,1,4,0,0,0,0,0
785,1,136,,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
786,1,136,,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
787,1,136,,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
788,1,136,,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
789,1,136,,2,2,0,1,0,0,2,3,2,2,1,0,0,0,0
790,1,136,,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
791,1,136,,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
792,1,136,,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
793,1,136,,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1
794,1,136,,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
795,1,136,,1,1,1,1,0,0,2,2,3,1,0,0,0,0,0
796,1,136,,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
797,1,136,,1,2,0,1,0,0,1,4,4,1,0,0,0,0,0
798,1,136,,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
799,1,136,,4,2,1,1,0,0,5,3,4,4,0,0,0,0,1
800,1,136,,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
801,1,136,,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
802,1,136,,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
803,1,136,,1,1,0,1,0,0,1,2,0,0,3,0,0,0,0
804,1,136,,1,1,2,0,0,0,3,1,0,0,4,0,0,0,0
805,1,136,,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
806,1,138,,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
807,1,138,,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
808,1,138,,1,1,0,0,0,0,1,1,0,0,2,0,0,0,0
809,1,138,,1,1,1,0,0,0,2,1,3,0,0,0,0,0,0
810,1,138,,0,2,0,0,0,0,0,2,0,1,1,0,0,0,0
811,1,138,,1,1,0,0,0,0,1,1,2,0,0,0,0,0,0
812,1,138,,0,0,0,2,0,0,0,2,0,0,2,0,0,0,0
813,1,140,,1,1,0,0,0,0,1,1,2,0,0,1,0,0,0
814,1,140,,3,1,3,5,0,0,6,6,9,3,0,0,0,0,0
815,1,140,,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
816,1,145,,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
817,1,149,,1,3,3,4,0,0,4,7,8,3,0,0,0,0,0
818,1,149,,1,4,0,1,0,0,1,5,6,0,0,0,0,0,0
819,1,149,,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
820,1,150,,1,4,0,2,0,0,1,6,4,3,0,0,0,0,0
821,1,150,,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
822,1,150,,8,2,1,2,0,0,9,4,4,9,0,0,0,0,0
823,1,150,,2,5,1,2,0,0,3,5,7,1,0,7,0,0,0
824,1,150,,1,3,0,1,0,0,1,4,3,2,0,0,0,0,0
825,1,150,,1,2,0,0,0,0,1,2,3,0,0,0,0,0,0
826,1,150,,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
827,1,150,,1,5,2,0,0,0,3,4,6,2,0,6,0,0,0
828,1,150,,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0
829,1,150,,0,2,0,0,0,0,0,2,1,1,0,0,0,0,0
830,1,150,,3,3,1,0,0,0,4,3,6,1,0,0,0,0,0
831,1,150,,1,2,0,0,0,0,1,2,2,1,0,0,0,0,0
832,1,150,,1,2,0,0,0,0,1,2,2,1,0,0,0,0,0
833,1,150,,1,2,0,0,0,0,1,2,2,1,0,1,0,0,0
834,1,150,,2,1,0,0,0,0,2,1,3,0,0,0,0,0,0
835,1,150,,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0
836,1,150,,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
837,1,150,,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
838,1,150,,1,2,0,0,0,0,1,2,2,1,0,0,0,0,0
839,1,150,,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0
840,1,150,,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1
841,1,150,,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
842,1,150,,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
843,1,150,,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
844,1,150,,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
845,1,150,,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
846,1,150,,0,2,0,0,0,0,0,2,1,1,0,0,0,0,0
847,1,150,,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
848,1,151,,0,2,0,1,0,0,0,3,2,1,0,0,0,0,0
849,1,151,,1,2,2,0,0,0,3,2,5,0,0,0,0,0,0
850,1,151,,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
851,1,153,,1,1,2,2,0,0,3,3,0,6,0,0,0,0,0
852,1,153,,1,1,0,0,0,0,1,1,2,0,0,0,0,0,0
853,1,153,,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
854,1,153,,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
855,1,153,,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
856,1,153,,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
857,1,153,,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0
858,1,162,,2,6,0,0,0,0,2,6,6,2,0,0,0,0,0
859,1,163,,7,2,2,1,0,0,9,3,4,8,0,0,0,0,0
860,1,163,,1,2,0,2,0,0,1,4,4,1,0,0,0,0,0
861,1,163,,1,2,0,2,0,0,1,4,4,1,0,0,0,0,0
862,1,165,,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
863,1,165,,0,1,0,1,0,0,0,2,0,0,2,0,0,0,0
864,1,165,,0,2,0,1,0,0,0,3,2,1,0,0,0,0,0
865,1,165,,1,2,0,0,0,0,1,2,0,3,0,0,0,0,0
866,1,165,,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
867,1,166,,1,2,0,1,0,0,1,3,0,4,0,0,0,0,0
868,1,166,,2,1,1,0,0,0,3,1,0,4,0,0,0,0,0
869,1,166,,1,1,1,3,0,0,2,4,6,0,0,0,0,0,0
870,1,166,,1,1,0,1,0,0,1,2,3,0,0,0,0,0,0
871,1,166,,0,2,0,1,0,0,0,3,0,3,0,0,0,0,0
872,1,166,,3,2,0,0,0,0,3,2,0,0,5,0,0,0,0
873,1,166,,1,1,3,3,0,0,4,4,0,8,0,0,0,0,0
874,1,166,,1,2,2,4,0,0,3,6,0,9,0,0,0,0,0
875,1,166,,1,1,1,1,0,0,2,2,0,4,0,0,0,0,0
876,1,167,,2,6,1,1,0,0,3,7,6,4,0,5,0,0,0
877,1,168,,3,2,1,0,0,0,4,2,5,1,0,0,0,0,0
878,1,176,,0,2,1,1,0,0,1,3,3,1,0,0,0,0,0
879,1,176,,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
880,1,176,,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
881,1,178,,2,1,0,0,0,0,2,1,3,0,0,0,0,0,0
882,1,178,,1,1,0,0,0,0,1,1,2,0,0,0,0,0,0
883,1,178,,0,2,0,0,0,0,0,2,0,2,0,0,0,0,0
884,1,178,,2,3,0,0,0,0,2,3,4,1,0,0,0,0,0
885,1,178,,1,4,0,0,0,0,1,4,4,1,0,0,0,0,0
886,1,178,,1,3,4,0,0,0,5,3,6,2,0,0,0,0,0
887,1,178,,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0
888,1,178,,1,2,0,0,0,0,1,2,2,1,0,0,0,0,0
889,1,178,,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
890,1,178,,1,2,0,0,0,0,1,2,2,1,0,0,0,0,0
891,1,178,,1,3,2,2,0,0,3,5,6,2,0,0,0,0,0
892,1,178,,2,2,0,0,0,0,2,2,3,1,0,0,0,0,0
893,1,178,,1,2,0,0,0,0,1,2,2,1,0,0,0,0,0
894,1,178,,0,2,0,3,0,0,0,5,4,1,0,0,0,0,0
895,1,178,,0,2,0,0,0,0,0,2,0,2,0,0,0,0,0
896,1,178,,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
897,1,178,,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0
898,1,178,,3,2,1,0,0,0,4,2,4,2,0,0,0,0,0
899,1,178,,0,2,1,0,0,0,1,2,2,1,0,0,0,0,0
900,1,178,,1,4,0,0,0,0,1,4,4,1,0,0,0,0,0
901,1,178,,1,1,0,1,0,0,1,2,3,0,0,0,0,0,0
902,1,178,,1,3,0,2,0,0,1,5,4,2,0,0,0,0,0
903,1,178,,0,3,0,0,0,0,0,3,2,1,0,0,0,0,0
904,1,178,,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
905,1,178,,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
906,1,178,,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
907,1,178,,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
908,1,178,,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
909,1,178,,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
910,1,178,,1,2,2,3,0,0,3,5,7,1,0,0,0,0,0
911,1,178,,0,2,0,0,0,0,0,2,1,1,0,0,0,0,0
912,1,178,,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
913,1,178,,1,1,0,1,0,0,1,2,3,0,0,0,0,0,0
914,1,178,,1,1,0,0,0,0,1,1,0,2,0,0,0,0,0
915,1,178,,1,2,1,1,0,0,2,3,5,0,0,0,0,0,0
916,1,178,,1,1,0,0,0,0,1,1,0,2,0,0,0,0,0
917,1,178,,2,1,4,3,0,0,6,4,6,4,0,0,0,0,0
918,1,178,,0,2,0,0,0,0,0,2,1,1,0,0,0,0,0
919,1,178,,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
920,1,178,,1,1,0,3,0,0,1,4,0,5,0,0,0,0,0
921,1,178,,2,6,1,1,0,0,3,7,4,6,0,0,0,0,0
922,1,178,,1,1,0,0,0,0,1,1,0,2,0,0,0,0,0
